Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Latvia,Operator Holding Account,SIA „Latgales Energija”,,2007-12-28,closed,Kr.Valdemara 21,LV-1010,Riga,25799,25298,24816,11873,0,0,0,0,,,,,,,,,23344,14377,13032,7068,0,,,,,,,,,,,,23344,14377,13032,7068,,,,,,,,,,,,
Latvia,Operator Holding Account,SIA „Latgales Energija”,,2007-12-28,closed,Kr.Valdemara 21,LV-1010,Riga,46621,45716,44845,20127,0,0,0,0,,,,,,,,,37679,27859,27099,13878,0,,,,,,,,,,,,37679,27859,27099,13878,,,,,,,,,,,,
Latvia,Operator Holding Account,A/S „Valmieras piens”,40003020475,2007-12-27,open,Rigas iela 93,LV-4201,Valmiera,15357,15968,17847,13470,13470,13470,13470,13470,9792,8919,8067,7241,6437,5660,4906,4178,11808,11845,10732,9591,9168,10126,8108,9056,8529,7759,6566,6944,,,,,11808,11845,10732,9591,9168,10126,8108,9056,8529,7759,6566,6944,,,,
Latvia,Operator Holding Account,SIA „Aurora Baltika”,,2005-11-30,closed,M. Nometnu 3-604,LV-1002,Riga,3516,3516,3516,,,,,,,,,,,,,,1579,0,0,,,Not Reported,,,,,,,,,,,1579,,,,,,,,,,,,,,,
Latvia,Operator Holding Account,"SIA ""Lauma Fabrics""",42103036112,2007-11-30,open,Ziemelu iela 19,LV-3417,Liepaja,22474,22474,22474,16931,16931,16931,16931,16931,13005,12779,12550,6160,6043,5925,5806,5686,14714,13968,13499,9725,7497,9176,7942,8214,7775,7212,5098,5851,,,,,14714,13968,13499,9725,7497,9176,7942,8214,7775,7212,5098,5851,,,,
Latvia,Operator Holding Account,"SIA ""Liepajas energija""",LV42103035386,2007-11-28,open,Ludvika iela 15,LV-3401,Liepaja,7670,7521,7378,7745,7745,7745,7745,7745,14298,12795,11335,4961,4276,3614,2973,2355,8730,7651,10277,9902,18708,23627,25864,28250,21070,16760,15686,15993,,,,,8730,7651,10277,9902,18708,23627,25864,28250,21070,16760,15686,15993,,,,
Latvia,Operator Holding Account,"SIA ""Liepajas energija""",LV42103035386,2007-11-28,open,Ludvika iela 15,LV-3401,Liepaja,155680,152931,150288,103278,103278,103278,103278,103278,22238,16230,14371,12565,10812,9115,7475,5901,95716,84482,64947,49388,37127,37189,25423,19076,7920,469,385,863,,,,,95716,84482,64947,49388,37127,37189,25423,19076,7920,469,385,863,,,,
Latvia,Operator Holding Account,A/S „Preilu siers”,50003026431,2008-03-18,open,Daugavpils iela 75,LV-5301,Preili,12153,12153,12153,14417,14417,14417,14417,14417,5769,5275,4794,4326,3872,3430,3003,2591,6234,6391,7839,8244,6972,6569,6236,6943,6787,6850,7084,1404,,,,,6234,6391,7839,8244,6972,6569,6236,6943,6787,6850,7084,1404,,,,
Latvia,Operator Holding Account,SIA „Ogres Trikotāža”,50003601471,2007-12-27,closed,Ikšķiles iela 4-1,LV-5001,Ogre,21771,21771,21771,12847,12847,12847,12847,12847,2689,2497,1311,0,0,0,0,0,6136,8248,8164,4021,1786,1721,1083,1045,824,0,0,,,,,,6136,8248,8164,4021,1786,1721,1083,1045,824,,,,,,,
Latvia,Operator Holding Account,SIA „Salaspils siltums”,40003310183,2007-11-15,open,Miera iela 31a,LV-2169,Salaspils,23521,23064,22625,20942,20942,20942,20942,20942,11754,9626,8404,7353,6334,5348,4395,3476,19525,19022,18227,12964,8562,10120,7637,6886,2142,1675,986,1528,,,,,19525,19022,18227,12964,8562,10120,7637,6886,2142,1675,986,1528,,,,
Latvia,Operator Holding Account,"A/S ""Latvijas finieris"" rupnica ""Furniers""",40003094173,2007-12-21,open,Bauskas iela 59,LV-1004,Riga,12470,13094,13748,13365,13365,13365,13365,13365,12978,12612,8485,7424,6395,5400,4437,3510,10837,9832,8425,7760,3268,6977,7687,7753,7743,7312,7862,8356,,,,,10837,9832,8425,7760,3268,6977,7687,7753,7743,7312,7862,8356,,,,
Latvia,Operator Holding Account,"A/S ""Latvijas Finieris"" rupnica ""Lignums""",40003094173,2007-12-21,open,Bauskas iela 59,LV-1004,Riga,14512,14914,15363,13071,13071,13071,13071,13071,26832,25935,18145,15876,13676,11547,9488,7506,10589,9956,10452,7350,1409,2021,4081,8607,2087,2097,2451,2126,,,,,10589,9956,10452,7350,1409,2021,4081,8607,2087,2097,2451,2126,,,,
Latvia,Operator Holding Account,"SIA ""Sabiedriba Marupe""",40103045371,2008-03-25,open,Mazcenas aleja 41,LV-2166,Jaunmarupe,16192,16192,16192,21715,21715,21715,21715,21715,10286,9205,8155,7138,6153,5200,4276,3387,16181,17031,16201,15411,14857,15781,14879,15976,18074,17079,19395,19000,,,,,16181,17031,16201,15411,14857,15781,14879,15976,18074,17079,19395,19000,,,,
Latvia,Operator Holding Account,A/S „Balticovo”,40003058863,2007-12-14,closed,Iecava,LV-3913,Iecavas novads,8143,8143,8143,8670,8670,8670,8670,8670,,,,,,,,,5900,5911,5555,3744,2413,2109,1800,2341,,,,,,,,,5900,5911,5555,5544,2413,2109,,2341,,,,,,,,
Latvia,Operator Holding Account,A/S „Ventbunkers”,50003179321,2007-12-20,open,Dzintaru iela 90,LV-3602,Ventspils,41196,51494,51494,32042,32042,32042,32042,32042,13054,11682,10348,9054,7799,6585,5412,4281,26208,23356,20844,21009,18831,19796,12684,16139,13085,16946,17043,13252,,,,,26208,23356,20844,21009,18831,19796,12684,16139,13085,16946,17043,13252,,,,
