Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Hungary,Operator Holding Account,Budapesti Távhoszolgáltató ZRt.,01-10-042582,2005-01-01,open,Kalotaszeg utca,1116,Budapest,59838,59838,59838,42651,42651,42651,42651,42651,24422,21856,19359,16938,14592,12320,10124,8009,46308,34529,28947,28646,29339,31016,27603,25875,30845,21365,21348,24305,,,,,46308,34529,28947,28646,29339,31016,27603,25875,30845,21365,21348,24305,,,,
Hungary,Operator Holding Account,Bunge ZRt.,01-10-041976,2005-01-01,closed,Váci út,1134,Budapest,11509,11509,11509,1085,1085,1085,1085,1085,0,0,0,0,0,0,0,0,1093,1444,1524,1492,1624,1683,1596,1755,0,,,,,,,,1093,1444,1524,1492,1624,1683,1596,1755,,,,,,,,
Hungary,Operator Holding Account,Green-R Zrt.,01-10-045108,2005-01-01,open,Bocskai út,1113,Budapest,22288,22288,22288,24431,24431,24431,24431,24431,8684,7771,6885,6026,5194,4390,3611,2860,7072,26526,26733,26209,24752,27397,20886,19909,21830,18915,18151,16507,,,,,7072,26526,26733,26209,24752,27397,20886,19909,21830,18915,18151,16507,,,,
Hungary,Operator Holding Account,Calmit Hungária Kft.,01-09-910147,2005-01-01,open,Noszlopy út,1103,Budapest,147549,147549,147549,128739,128739,128739,128739,128739,93931,92299,90649,88981,87295,85593,83869,82140,107060,101049,96786,100409,95627,90926,112854,102480,97667,100701,81434,83346,,,,,107060,101049,96786,100409,95627,90926,112854,102480,97667,100701,81434,83346,,,,
Hungary,Operator Holding Account,Carmeuse Hungária Kft.,02-09-066932,2005-01-01,open,Hrsz,7827,Beremend,151962,151962,151962,154286,154286,154286,154286,154286,137425,135038,132623,130183,127717,125226,122705,120174,141815,147841,120022,156336,89734,125096,125371,95544,92503,103737,136849,100395,,,,,141815,147841,120022,156336,89734,125096,125371,95544,92503,103737,136849,100395,,,,
Hungary,Operator Holding Account,Alpiq Csepel Kft.,01-09-701667,2005-01-01,open,Kálvin tér,1085,Budapest,810866,810866,810866,469500,469500,759648,759648,759648,54994,49214,43598,38160,32893,27797,22866,18111,777952,761485,964968,953297,476924,414922,842118,727908,492473,269733,293054,316459,,,,,777952,761485,964968,953297,476924,414922,842118,727908,492473,269733,293054,316459,,,,
Hungary,Operator Holding Account,Csepeli Erõmû Kft.,01-09-706086,2005-01-01,open,Színesfém utca,1211,Budapest,5290,5290,5290,2432,2432,2432,2432,2432,10324,0,0,0,0,0,0,0,2641,10713,1306,3665,17629,3697,1335,788,324,846,714,370,,,,,2641,10713,1306,5000,17629,3697,,788,324,846,714,370,,,,
Hungary,Operator Holding Account,Csornahõ Csornai Hõszolgáltató Kft.,08-09-003144,2005-01-01,closed,Barbacsi út,9300,Csorna,11950,11950,11950,7310,7310,7310,7310,7310,4676,1847,0,0,0,0,0,0,7937,7087,6689,5939,7203,6468,3398,3100,3316,2273,,,,,,,7937,7087,6689,5939,7203,6468,3398,3100,3316,2273,,,,,,
Hungary,Operator Holding Account,"DAM 2004 Acél- és Hengermû Ker. és Szolg. Kft. ""f.a.""",05-09-013076,2005-01-01,closed,Kiss Ernõ utca,3532,Miskolc,139524,139524,139524,39909,39909,0,0,0,,,,,,,,,43081,43612,52046,50748,0,Not Reported,,Not Reported,Not Reported,Not Reported,,,,,,,42842,43851,52046,50748,,,,,,,,,,,,
Hungary,Operator Holding Account,ISD POWER Energiatermelo és Szolgáltató Kft.,07-09-004531,2005-01-01,closed,Vasmû tér,2400,Dunaújváros,25097,25097,25097,16701,16701,0,0,0,,,,,,,,,16831,18561,17888,16471,3389,0,,,,,,,,,,,16831,18561,17888,16471,3389,0,,,,,,,,,,
Hungary,Operator Holding Account,Veolia Energia Magyarország Zrt.,13-10-041573,2005-01-01,open,Szabadság út,2040,Budaörs,89731,89731,89731,72223,72223,72223,72223,72223,53372,45872,40637,35569,30659,25909,21313,16881,78416,81639,53687,48072,66606,54686,65164,77011,87854,89652,96113,98591,,,,,78416,81639,53687,48072,66606,54686,65164,77011,87854,89652,96113,98591,,,,
Hungary,Operator Holding Account,DKCE Debreceni Kombinált Ciklusú Erőmű Kft.,09-09-005697,2005-01-01,closed,Mikepércsi út,4030,Debrecen,304261,304261,304261,228771,228771,229143,229143,229143,44194,0,0,0,0,0,0,0,302379,232405,260815,214384,153303,171087,140982,102486,44527,,,,,,,,302379,228466,264754,214384,153303,171087,140982,102486,44527,,,,,,,
Hungary,Operator Holding Account,Dorogi Erõmû Kft.,11-09-002481,2005-01-01,open,Esztergomi út,2510,Dorog,88523,88523,88523,79094,79094,79094,79094,79094,37531,34407,31772,29972,28219,26510,24843,23226,79708,78995,74753,76645,68926,75509,59900,54704,51581,42880,45267,37518,,,,,79708,78995,74753,221080,,,59900,54704,51581,42880,45267,37518,,,,
Hungary,Operator Holding Account,Dreher Sörgyárak ZRt.,01-10-042040,2005-01-01,open,Jászberényi út,1106,Budapest,18721,18721,18721,13110,13110,13110,13110,13110,9787,8760,7759,6788,5848,4938,4057,3209,13212,13172,13397,11591,9353,9458,9070,8427,7866,7131,7277,7267,,,,,13212,13172,13397,11591,9353,9459,9070,8427,7866,7131,7277,7267,,,,
Hungary,Operator Holding Account,Dunacell Dunaújvárosi Cellulózgyár Kft.,07-09-002447,2005-01-01,open,Papírgyári út,2400,Dunaújváros,22531,22531,22531,20290,20290,20290,20290,20290,36077,35450,34816,34176,33528,32874,32213,31548,20088,17300,14674,14027,13183,7863,9512,8943,9073,10358,8596,8443,,,,,20088,17300,14674,14027,13183,7863,9512,8943,9073,10358,8596,8443,,,,
Hungary,Operator Holding Account,Duna-Dráva Cement Kft.,13-09-060842,2005-01-01,open,Kõhídpart dûlõ,2600,Vác,653634,653634,653634,573726,573726,573726,573726,573726,552847,543244,533529,523712,513790,503771,493627,483448,546533,613854,673911,574413,448470,267208,246368,273700,286581,286584,292870,288356,,,,,546533,613854,673911,574413,448470,267208,246368,273700,286581,286584,292870,288356,,,,
Hungary,Operator Holding Account,ISD Kokszoló Kft.,07-09-002492,2005-01-01,open,Vasmû tér,2400,Dunaújváros,264233,264233,264233,220519,98707,209202,182514,175278,257999,253518,248984,244403,239772,235097,230363,225613,184815,299823,284249,222811,121052,150605,191303,177431,190170,250396,198565,178756,,,,,184815,299823,284249,222811,121052,150605,191303,177431,190170,250396,198565,178756,,,,
Hungary,Operator Holding Account,ISD Dunaferr Zrt.,07-10-001049,2005-01-01,open,Vasmû tér,2400,Dunaújváros,109537,109537,109537,87345,87345,87345,87345,87345,170914,167946,164943,161907,158840,155743,152606,149460,95449,109217,94748,98146,77894,93544,105567,125486,191795,159231,148868,137692,,,,,95449,109217,94748,98146,77894,93544,105567,125486,191795,159231,148868,137692,,,,
Hungary,Operator Holding Account,ISD Dunaferr Zrt.,07-10-001049,2005-01-01,open,Vasmû tér,2400,Dunaújváros,1923276,1923276,1923276,1015303,1015303,1015303,1015303,1015303,1668500,819760,1610199,1580572,1550626,1520389,1489775,1459054,1109508,1039658,1065174,1012730,878496,931288,926883,857480,473170,573297,819663,576426,,,,,1109508,1039658,1065174,1012730,878496,931288,926883,857480,473170,573297,819663,576426,,,,
Hungary,Operator Holding Account,ISD Dunaferr Zrt.,07-10-001049,2005-01-01,closed,Vasmû tér,2400,Dunaújváros,40749,40749,40749,38661,38661,38661,38661,38661,,,,,,,,,38961,38562,33745,28716,18628,22236,27924,29069,0,,,,,,,,38961,38562,33745,28716,18628,22236,27924,29069,,,,,,,,
