Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Austria,Operator Holding Account,Ziegelwerk Danreiter GmbH & Co KG,FN 18162 i,2004-01-01,open,Ottenbach 14,4911,Tumeltsham,7397,7397,7397,5927,5927,5927,5927,5927,3494,3434,3373,3311,3248,3185,3120,3056,5855,3500,4346,3670,2904,2861,4162,4082,4017,3064,3075,3436,,,,,5855,3500,4346,3670,2904,2861,4162,4082,4017,3064,3075,3436,,,,
Austria,Operator Holding Account,Patheon Austria GmbH & CoKG,FN 200540 m,2006-03-29,open,St. Peter Strasse 25,4020,Linz,32491,32491,32491,31421,31421,32432,32479,31830,90297,88729,87142,85539,13237,12980,12718,12455,30883,23660,25366,31412,30236,21485,18911,22732,94294,94318,93010,8373,,,,,30883,23660,25366,31412,30236,21485,18911,22732,94294,94318,93010,8373,,,,
Austria,Operator Holding Account,Metadynea Austria GmbH,FN 189206 w,2005-08-08,open,Hafenstrasse 77,3500,Krems,1526,1526,1526,1408,1408,1408,1408,1408,19446,19109,18767,18422,18073,17720,17363,17005,1371,1231,644,1203,855,404,264,320,16663,17923,18161,18188,,,,,1371,1231,644,1203,855,404,264,320,16664,17922,18161,18188,,,,
Austria,Operator Holding Account,M. Kaindl KG,FN 27690 x,2004-01-01,open,Kaindlstraße 2,5071,Wals,61559,61559,61559,90752,90752,90752,90752,90752,145063,142542,91990,80485,69335,58545,48105,38056,78296,72808,73987,70919,56220,59204,49880,45801,40234,25262,20813,17666,,,,,78296,72808,73987,70919,56220,59204,49880,43123,42912,25262,20813,17666,,,,
Austria,Operator Holding Account,Wienerberger Ziegelindustrie GmbH,FN 94684 t,2004-01-02,closed,Hauptstrasse 2,2332,Hennersdorf,8335,8335,8335,,,,,,,,,,,,,,10903,6859,0,Not Reported,Not Reported,Not Reported,,,,,,,,,,,10903,6859,,,,,,,,,,,,,,
Austria,Operator Holding Account,Energie AG Oberösterreich Kraftwerke GmbH,FN 291377 x,2004-01-02,open,Böhmerwaldstraße 3,4021,Linz,4030,4030,4030,6268,6268,6268,6268,6268,,,,,,,,,35077,23606,5653,16845,306,0,0,0,0,0,0,0,,,,,35077,23606,5653,16845,306,,,,,,,,,,,
Austria,Operator Holding Account,Energie AG Oberösterreich Wärme GmbH,FN 123364 v,2004-01-02,open,Böhmerwaldstrasse 3,4021,Linz,14582,14582,14582,13655,13655,13655,13655,13655,10150,9083,8047,7043,6071,5130,4220,3342,14468,15097,13589,13855,13785,15856,13961,15473,18654,17509,14754,13070,,,,,14468,15097,13589,13855,13785,15856,13961,15473,18654,17509,14754,13070,,,,
Austria,Operator Holding Account,Energie AG Oberösterreich Kraftwerke GmbH,FN 291377 x,2004-01-01,open,Böhmerwaldstraße 3,4021,Linz,535029,535029,535029,437140,437140,437140,437140,437140,8994,7468,6100,4888,3825,3195,2628,2081,707404,730870,585664,730397,342118,310019,253226,208067,206401,236873,270681,203045,,,,,707404,730870,585664,730397,342118,310019,253226,208067,206401,236873,270681,203045,,,,
Austria,Operator Holding Account,Kirchdorfer Zementwerk Hofmann GmbH,FN 121253 p,2004-01-01,open,Hofmannstrasse 4,4560,Kirchdorf an der Krems,239842,239842,239842,231583,231583,310605,284701,284701,294089,288838,283533,278178,272773,267321,261809,256284,219745,222135,268680,240098,235552,196287,192381,222153,191794,203595,206097,219510,,,,,219745,222135,271338,240098,235552,196287,192381,222153,191794,203595,206097,219510,,,,
Austria,Operator Holding Account,Energie AG Oberösterreich Kraftwerke GmbH,FN 291377 x,2004-01-01,open,Böhmerwaldstraße 3,4021,Linz,269523,269523,269523,171714,37606,37606,37606,37606,31409,28108,24900,21795,18787,15876,13060,10343,365235,269774,354276,155557,16798,9696,3781,11240,24792,20667,11131,13685,,,,,365235,269774,354276,155557,16798,9696,3781,11240,24792,20667,11131,13685,,,,
