Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Slovakia,Operator Holding Account,ENERGOTRENS s.r.o.,36300870,2005-12-21,closed,Súvoz 1,91132,Trenčín,12654,12654,12653,6357,0,0,0,0,,,,,,,,,7576,5137,3153,2047,Not Reported,,Not Reported,,,,,,,,,,,12713,3153,2047,,,,,,,,,,,,
Slovakia,Operator Holding Account,Univerzitná nemocnica Bratislava,31813861,2005-12-21,closed,Pažitková 4,82101,Bratislava,9353,9353,9353,5731,0,0,0,0,,,,,,,,,7962,7500,4982,4438,Not Reported,Not Reported,,,,,,,,,,,,15462,4982,4438,,,,,,,,,,,,
Slovakia,Operator Holding Account,Univerzitná nemocnica Bratislava,31813861,2005-12-21,closed,Pažitková 4,82101,Bratislava,3904,3904,3904,,,,,,,,,,,,,,4158,4223,4057,,,Not Reported,,,,,,,,,,,4158,4223,4057,,,,,,,,,,,,,
Slovakia,Operator Holding Account,Fakultná nemocnica s poliklinikou F.D.Roosevelta Banská Bystrica,00165549,2008-01-01,closed,Námestie  L. Svobodu 1,97517,Banská Bystrica,10317,10317,10317,10247,10247,10247,10247,10247,7178,6423,2845,0,0,0,0,0,10727,9766,8726,8886,8636,7487,6855,6257,5627,4738,2528,,,,,,10727,9766,8726,8886,8636,7487,6855,6257,5627,4738,2528,,,,,
Slovakia,Operator Holding Account,Evonik Fermas s.r.o.,31578896,2008-01-01,open,Slovenská Ľupča 938,97613,Slovenská Ľupča,23103,23103,23103,17717,17717,17717,17717,17717,21601,21225,20846,20462,20075,19683,19287,18889,18480,16953,18415,20771,20284,22512,21287,23133,24580,25171,25239,18335,,,,,,35433,18415,20771,20284,22512,21287,23133,24580,25171,25239,18335,,,,
Slovakia,Operator Holding Account,"SLOVINTEGRA ENERGY, a.s.",35968486,2008-01-01,closed,Kutlíkova 17,85250,Bratislava,19943,19943,19943,15313,15313,15313,15313,15313,,,,,,,,,21533,20092,19693,19193,18990,16339,652,381,,,,,,,,,1590,40035,19693,19193,18990,16339,652,381,,,,,,,,
Slovakia,Operator Holding Account,"HANDLOVSKÁ ENERGETIKA, s.r.o.",36314439,2008-01-01,open,Štrajková 1,97251,Handlová,50233,50233,50233,28640,28640,28640,28640,28640,2745,2696,2645,2595,2544,2493,2441,2390,12107,289,5,10,6,23,31,11,3,21,45,57,,,,,,12396,5,10,6,23,31,11,3,21,45,57,,,,
Slovakia,Operator Holding Account,"Heineken Slovensko, a.s.",36528391,2008-01-01,closed,Novozámocká 2,94701,Hurbanovo,14286,14286,14286,12664,12664,12664,12664,12664,7075,6332,0,0,0,0,0,0,8316,7471,12664,9230,8930,1088,7658,6621,5731,5860,,,,,,,,28572,14286,9230,8930,1088,7658,6621,5731,5860,,,,,,
Slovakia,Operator Holding Account,CRH (Slovensko) a.s.,00214973,2008-01-01,open,Rohožník,90638,Rohožník,998948,998948,998948,976988,976988,976988,976988,976988,826385,812032,797509,782836,768004,753028,737865,722649,837025,930465,969975,962314,829313,718160,825129,748385,661678,820485,801642,949271,,,,,,1767490,969975,962314,829313,718160,825129,748385,661678,820485,801642,949271,,,,
Slovakia,Operator Holding Account,"HANDLOVSKÁ ENERGETIKA, s.r.o.",36314439,2008-01-01,open,Štrajková 1,97251,Handlová,14182,14182,14182,24574,24574,24574,24574,24574,2827,2733,2645,2561,1292,1251,1213,1175,13052,12499,5777,0,602,150,151,129,0,0,0,0,,,,,,25551,5777,,602,150,151,129,,,,,,,,
Slovakia,Operator Holding Account,"Hriňovská energetická, s.r.o.",36038822,2008-01-01,closed,Partizánska cesta 1465,96205,Hriňová,10491,10491,10490,5346,5346,5346,5346,5346,3148,2899,2202,0,0,0,0,0,6554,4137,1995,2113,2123,2282,344,5,4,0,1,,,,,,,10691,1995,2113,2123,2282,344,5,4,,1,,,,,
Slovakia,Operator Holding Account,"CHEMES, a.s. Humenné",31695426,2008-01-01,open,Lazaretská 24,81108,Bratislava,271621,271621,271621,244500,244500,244500,244500,244500,77958,68523,49136,41674,35047,30212,26477,22869,222234,237627,246934,173261,149762,100289,94360,87327,72795,56432,64809,62845,,,,,15613,444248,271621,173261,149762,100289,94360,87327,72795,56432,64809,62845,,,,
Slovakia,Operator Holding Account,"CHEMOSVIT ENERGOCHEM, a.s.",31737862,2008-01-01,open,Štúrova 101,05921,Svit,89459,89458,89458,62813,62813,62813,62813,62813,9022,8073,7152,6260,5396,4560,3751,2971,27337,22924,19994,17230,14811,18565,25494,29057,30184,27808,31183,31411,,,,,23879,26382,19994,17230,14811,18565,25494,29057,30184,27808,31183,31411,,,,
