Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Sweden,Operator Holding Account,Lidköpings Värmeverk AB,556188-7125,2005-03-04,open,Sjöhagsgatan 8,53140,LIDKÖPING,1613,1613,1613,0,0,0,0,0,5159,4617,4089,0,0,0,0,0,261,1072,1611,1171,2596,16976,5427,3888,1117,273,550,861,,,,,261,1072,1611,1171,2596,16976,5427,3888,1117,273,550,861,,,,
Sweden,Operator Holding Account,Locum AB,556438-7909,2005-03-04,open,Box 17201,10462,STOCKHOLM,903,903,903,1019,1019,1019,1019,1019,0,0,0,0,0,0,0,0,3,8,2,3,1,1,1,3,0,0,0,0,,,,,3,8,2,3,1,1,1,3,,,,,,,,
Sweden,Operator Holding Account,AB Borlänge Energi,556005-5385,2005-03-04,open,Box 834,78128,BORLÄNGE,302,302,302,0,0,0,0,0,91,82,0,0,0,0,0,0,0,65,530,59,80,243,1,344,7,0,1,20,,,,,,65,530,59,80,243,1,344,7,,1,20,,,,
Sweden,Operator Holding Account,AB Fortum Värme samägt med Stockholms Stad,556016-9095,2005-03-04,closed,Lidingövägen 115,11547,Stockholm,2300,2300,2300,,,,,,,,,,,,,,0,0,,,Not Reported,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,Operator Holding Account,AB Fortum Värme samägt med Stockholms Stad,556016-9095,2005-03-04,closed,Lidingövägen 115,11547,Stockholm,2494,2494,2494,,,,,,,,,,,,,,0,0,0,,Not Reported,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,Operator Holding Account,AB Fortum Värme samägt med Stockholms Stad,556016-9095,2005-01-01,open,Lidingövägen 115,11547,Stockholm,6142,6142,6142,0,0,0,0,0,3304,2737,650,461,794,671,551,436,7556,6205,3362,19,3151,4365,3132,2893,4542,391,0,0,,,,,7556,6205,3362,19,3151,4365,3132,2893,4542,391,,,,,,
Sweden,Operator Holding Account,Linde Energi AB,556468-5278,2005-03-04,open,Box 77,71122,LINDESBERG,2355,2355,2355,0,0,0,0,0,765,1368,606,265,457,386,317,251,1037,1942,1903,1577,2129,4509,1207,1208,1623,639,457,935,,,,,1037,1942,1903,1577,2129,4509,1207,1210,1623,639,457,935,,,,
Sweden,Operator Holding Account,AB Fortum Värme samägt med Stockholms Stad,556016-9095,2005-01-01,open,Lidingövägen 115,11547,Stockholm,2541,2541,2541,0,0,0,0,0,9897,8857,7844,6864,5913,4993,4103,3246,545,16,102,423,189,199,205,0,0,0,0,0,,,,,545,16,102,423,189,199,205,,,,,,,,,
Sweden,Operator Holding Account,AB Fortum Värme samägt med Stockholms Stad,556016-9095,2005-03-04,open,Lidingövägen 115,11547,Stockholm,974,974,974,0,0,0,0,0,847,758,0,0,0,0,0,0,370,633,410,43,695,2394,0,11,73,6,14,352,,,,,370,633,410,43,695,2394,,11,73,6,14,352,,,,
Sweden,Operator Holding Account,Ljungby Energi AB,556192-4332,2005-03-04,open,Box 262,34125,LJUNGBY,13252,13252,13252,0,0,0,0,0,32158,28778,25495,22315,19235,16255,13371,10590,7264,477,695,1161,28419,32443,19804,20691,35706,30016,35415,39007,,,,,7264,477,695,1161,28419,32443,19804,20691,35706,30016,35415,39007,,,,
Sweden,Operator Holding Account,Nybro Värmecentral AB,556777-3923,2005-03-04,open,Verktygsgatan 12,38237,NYBRO,324,324,324,0,0,0,0,0,27159,25095,23085,21135,19240,17402,15618,13892,1596,1749,2059,955,1319,1461,664,522,414,339,580,631,,,,,1596,1749,2059,955,1319,1461,664,522,414,339,580,631,,,,
Sweden,Operator Holding Account,AB Fortum Värme samägt med Stockholms Stad,556016-9095,2005-03-04,open,Lidingövägen 115,11547,Stockholm,32,32,32,0,0,0,0,0,,,,,,,,,513,300,583,361,530,413,164,747,17,0,0,,,,,,513,300,583,361,530,413,164,747,17,,,,,,,
Sweden,Operator Holding Account,Kalmar Energi Värme AB,556636-7792,2005-03-04,open,Box 822,39128,KALMAR,7258,7258,7258,0,0,0,0,0,11726,10494,18591,8133,7006,5916,4861,3845,8398,9288,2185,2268,4188,657,129,245,384,168,69,356,,,,,8398,9288,2185,2268,4188,657,129,245,384,168,69,356,,,,
Sweden,Operator Holding Account,Kalmar Energi Värme AB,556636-7792,2005-03-04,open,Box 822,39128,KALMAR,145,145,145,0,0,0,0,0,908,0,0,0,0,0,0,0,286,645,0,0,7,61,75,467,138,36,2,3,,,,,286,645,,,7,61,75,467,138,36,2,3,,,,
Sweden,Operator Holding Account,Ljusdal Energi AB,556509-9909,2005-03-04,open,Hotellgatan 6D,82732,LJUSDAL,3049,3049,3049,0,0,0,0,0,9022,8074,7151,6257,5390,4551,3740,2959,1628,853,792,1300,1602,2381,1000,698,1123,299,9,102,,,,,1628,853,792,1300,1602,2381,1000,698,1123,299,9,102,,,,
Sweden,Operator Holding Account,AB Fortum Värme samägt med Stockholms Stad,556016-9095,2005-03-04,closed,Lidingövägen 115,11547,Stockholm,8,8,8,0,0,0,0,0,,,,,,,,,3,0,0,0,0,0,0,0,,,,,,,,,3,,,,,,,,,,,,,,,
Sweden,Operator Holding Account,E.ON MälarKraft Värme AB,556395-1127,2005-03-04,open,Kanalvägen 18,19429,Upplands Väsby,1724,1724,1724,0,0,0,0,0,5590,5003,4432,1939,835,705,579,458,1941,2364,125,4,0,145,229,0,0,0,0,0,,,,,1941,2364,125,4,,145,229,,,,,,,,,
Sweden,Operator Holding Account,AB Fortum Värme samägt med Stockholms Stad,556016-9095,2005-03-04,open,Lidingövägen 115,11547,Stockholm,2102,2102,2102,0,0,0,0,0,215,193,0,0,65,54,45,36,551,258,402,197,395,364,73,33,215,5,22,103,,,,,551,258,402,197,395,364,73,33,215,5,22,103,,,,
Sweden,Operator Holding Account,Lulekraft AB,556195-0576,2005-03-04,open,Box 4003,97421,LULEÅ,27959,27959,27959,0,0,0,0,0,164284,147019,130243,113998,98263,83039,68307,54103,2286144,2322062,2207393,2229736,1636213,1987519,1977255,1990112,1934627,2057679,1542168,1794919,,,,,2286144,2322062,2207393,2229736,1636213,1987519,1977255,1990112,1934627,2057679,1580000,1757087,,,,
Sweden,Operator Holding Account,E.ON MälarKraft Värme AB,556395-1127,2005-03-04,open,Kanalvägen 18,19429,Upplands Väsby,2074,2074,2074,0,0,0,0,0,1229,1101,974,426,367,310,255,202,1755,1847,809,113,84,116,343,133,129,56,6,101,,,,,1755,1847,809,113,84,116,343,133,129,56,6,101,,,,
Sweden,Operator Holding Account,AB PiteEnergi,556330-9227,2007-08-31,open,Box 738,94128,PITEÅ,4176,4176,4176,0,0,0,0,0,1326,557,490,428,369,312,256,203,1130,2796,2227,1838,1942,1980,1676,2616,479,578,565,836,,,,,1130,2796,2227,1838,1942,1980,1676,2616,479,578,565,836,,,,
Sweden,Operator Holding Account,AB Fortum Värme samägt med Stockholms Stad,556016-9095,2005-03-04,open,Lidingövägen 115,11547,Stockholm,222,222,222,0,0,0,0,0,65115,58274,25808,22580,38903,32850,26991,21353,206,274,293,370,218,284,333,500,444,332,522,358,,,,,206,274,293,370,218,284,333,500,444,332,522,358,,,,
Sweden,Operator Holding Account,Värmevärden AB,556702-9516,2005-03-04,open,Väståstrand 5,70232,ÖREBRO,0,0,0,0,0,0,0,0,279,252,122,108,173,148,125,102,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Sweden,Operator Holding Account,E.ON Värme Lokala Energilösningar AB,559087-5745,2005-01-01,open,Carl Gustavs väg 1,205 09,Malmö,11760,11760,11760,0,0,0,0,0,14459,12940,11462,10029,8639,7295,5994,4742,353,739,926,482,504,470,263,351,178,90,90,167,,,,,353,739,926,482,504,470,263,351,178,90,90,167,,,,
Sweden,Operator Holding Account,AB Fortum Värme samägt med Stockholms Stad,556016-9095,2005-03-04,closed,Lidingövägen 115,11547,Stockholm,1565,1565,1565,,,,,,,,,,,,,,0,0,0,,Not Reported,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,
