Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,1103991,1103991,1103991,893558,893558,893558,893558,893558,,,,,,,,,1115197,1101392,1035194,1104833,582721,44421,3250,26469,400024,557941,666918,535119,,,,,1115197,1101392,1035194,1104833,582721,44421,3250,26469,400024,557941,666918,535119,,,,
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,992150,992150,992150,781366,781366,781366,781366,781366,,,,,,,,,870433,870305,816713,809374,801628,804496,769020,743481,687424,714511,724933,664755,,,,,870433,870305,816713,809374,801628,804496,769020,743481,687424,714511,724933,664755,,,,
Greece,Operator Holding Account,ΚΕΡΑΜΟΠΟΙΙΑ ΑΦΟΙ ΣΟΛΩΜΟΥ ΟΕ,026493340000,2005-01-01,open,2ο χλμ ΕΛΑΣΣΟΝΑΣ ΛΑΡΙΣΑΣ,40200,ΛΑΡΙΣΑ,15035,15035,15035,23044,23044,23044,23044,23044,616,605,594,583,572,561,550,538,17296,23077,17060,15656,5481,1607,709,492,0,0,0,0,,,,,17296,23077,17060,15656,5481,1607,709,492,,,,,,,,
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,765538,765538,765538,637028,637028,637028,637028,637028,,,,,,,,,646873,702265,799671,632886,478217,438035,399012,382380,350335,383326,377968,411221,,,,,646873,702265,799671,632886,478217,438035,399012,382380,350335,383326,377968,411221,,,,
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,492422,492422,492422,422712,422712,422712,387955,387954,,,,,,,,,568983,529675,545137,566845,564063,546944,562286,551666,524376,495218,533097,544335,,,,,568983,529675,545137,566845,564063,546944,562286,551666,524376,495218,533097,544335,,,,
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,157600,157600,157600,133036,133036,179678,255220,196833,,,,,,,,,180596,179214,174095,150077,161010,184174,179599,171861,162549,161968,171029,172225,,,,,180596,179214,174095,150077,161010,184174,179599,171861,162549,161968,171029,172225,,,,
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,69214,69214,69214,77684,58682,93487,149286,112796,,,,,,,,,68628,72639,65509,66836,73520,72058,69465,68412,60205,61038,63778,61291,,,,,68628,72639,65509,66836,73520,72058,69465,68412,60205,61038,63778,61291,,,,
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,125460,125460,125460,194413,194413,194413,194413,194413,,,,,,,,,152363,158112,166877,164187,164683,171859,154979,156190,147116,153968,176303,166279,,,,,152363,158112,166877,164187,164683,171859,154979,156190,147116,153968,176303,166279,,,,
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,96773,96773,96773,119899,84977,154948,198035,154948,,,,,,,,,116142,122638,127636,79825,122842,123783,123706,124992,113567,112650,117703,119573,,,,,116142,122638,127636,79825,122842,123783,123706,124992,113567,112650,117703,119573,,,,
Greece,Operator Holding Account,ΤΕΧΝΟΚΕΡΑΜΙΚΗ ΑΒΕΕ,000381801000,2005-01-01,closed,70ο χλμ ΕΟ ΑΘΗΝΩΝ ΛΑΜΙΑΣ,32009,ΡΙΤΣΩΝΑ,9844,9844,9844,10977,10977,10977,10977,10977,0,0,0,0,0,0,0,0,9802,9728,8848,9194,6326,5620,1297,0,0,Not Reported,Not Reported,Not Reported,,,,,9802,9728,8848,9194,6326,5620,1297,,,,,,,,,
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,75986,75986,75986,111524,22364,66944,118941,91324,,,,,,,,,85940,93065,88575,88732,91079,90502,86149,80300,70433,73925,77498,77151,,,,,85940,93065,88575,88732,91079,90502,86149,80300,70443,73915,77498,77151,,,,
Greece,Operator Holding Account,ΑΝ. ΒΛ. ΚΟΛΙΟΠΟΥΛΟΣ ΠΑΚΟ ΑΕ,000291001000,2005-01-01,open,ΒΕΛΟ ΚΟΡΙΝΘΙΑΣ,20002,ΒΕΛΟ ΚΟΡΙΝΘΙΑΣ,3494,3494,3494,3559,3559,3559,3559,3559,1367,1517,1833,1463,1766,1731,1696,1662,2932,3626,4021,3964,3176,2023,2069,3618,3546,3844,3685,3474,,,,,2932,3626,4021,3964,3176,2023,2069,3618,3546,3844,3685,3474,,,,
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,100535,100535,100535,106844,106844,106844,106844,106844,,,,,,,,,113555,119039,123866,124637,123016,115404,108626,105652,99498,110066,114359,118559,,,,,113555,119039,123866,124637,123016,115404,108626,105652,99498,110066,114359,118559,,,,
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,50384,50384,50384,61781,61781,106385,84083,84083,,,,,,,,,74795,63552,70436,57656,76405,76399,74312,73584,74299,82743,86497,94565,,,,,74795,63552,70436,57656,76405,76399,74312,73584,74299,82743,86497,94565,,,,
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,56926,56926,56926,90312,90312,90312,90312,90312,,,,,,,,,68346,70247,76503,78162,80395,80464,83878,85133,86140,98223,118392,121327,,,,,68346,70247,76503,78162,80395,80464,83878,85133,86140,98223,118392,121327,,,,
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,18474,18474,18474,30859,30859,30859,30859,30859,,,,,,,,,20977,20611,22448,22013,23130,23821,25140,25027,23112,23839,24910,24843,,,,,20977,20611,22448,22013,23130,23821,25140,25027,23112,23839,24910,24843,,,,
