Country,Account Type,Account Holder Name,Main Address Line,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Finland,Operator Holding Account,HELEN OY,Kampinkuja 2,HELEN,1321248,1321248,1321248,1311934,1311930,1311930,1311930,1311930,531095,475279,421047,368531,317665,268448,220820,174903,1382927,1301950,1295923,1403097,1305449,1417154,1281533,1291753,1266786,1150480,1239837,715702,,,,,1382927,1301950,1295923,2684630,1305449,1417154,,1291753,1266786,1150480,1239837,715702,,,,
Finland,Operator Holding Account,HELEN OY,Kampinkuja 2,HELEN,5385,5386,5386,16569,16566,16566,16566,16566,11230,5025,8901,3894,3355,2833,2328,1842,17116,7199,5580,5818,4524,22720,11400,11244,6330,14372,5987,18231,,,,,17116,7199,5580,5818,4524,22720,11400,11244,6330,14372,5987,18231,,,,
Finland,Operator Holding Account,HELEN OY,Kampinkuja 2,HELEN,551,552,552,504,504,504,504,504,,,,,,,,,231,735,371,464,205,257,329,1025,239,475,1407,541,,,,,231,735,371,464,205,257,329,1025,239,475,1407,541,,,,
Finland,Operator Holding Account,HELSINGIN JA UUDENMAAN SAIRAANHOITOPIIRIN KUNTAYHTYMA,PL 750,HUS,2982,2983,2983,2741,2739,2739,2739,2739,0,0,0,0,0,0,0,0,3027,2770,2823,2981,3445,3172,3431,3371,0,,,,,,,,3027,2770,2823,2981,3445,3172,3431,3371,,,,,,,,
Finland,Operator Holding Account,HEXION OY,Teollisuustie 20B,Puhos,4537,4538,4538,4203,4200,4200,4200,4200,3547,3486,3424,3361,3297,3233,3167,3102,4863,2949,2363,2254,2391,2990,2895,2401,3408,2752,2412,2471,,,,,4863,2949,2363,2254,2391,2990,2895,2401,3408,2752,2412,2471,,,,
Finland,Operator Holding Account,HOYRYTYS OY,PL 16,Kerava,,,,,4419,3535,3535,3535,,,,,,,,,,,,0,215,36,300,53,,,,,,,,,,,,,215,36,300,53,,,,,,,,
Finland,Operator Holding Account,HUISKULAN PUUTARHA OY,Huiskulantie 52,Turku,12426,12425,12425,11441,11440,11440,11440,11440,,,,,,,,,11400,10652,11467,10097,11636,12057,12783,9611,,,,,,,,,11400,10652,11467,10097,11636,12057,12783,9611,,,,,,,,
Finland,Operator Holding Account,HUNTSMAN P&A FINLAND OY,Titaanitie,Pori,,,,,,,,,233681,229446,225166,220853,216501,212116,207683,203243,,,,,,,,,97472,90212,88790,90208,,,,,,,,,,,,,97472,90212,88790,90208,,,,
Finland,Operator Holding Account,HYVINKAAN LAMPOVOIMA OY,Kerkkolankatu 35,Hyvinkää,99,100,100,0,0,0,0,0,,,,,,,,,0,0,0,0,0,4,0,1,0,0,0,0,,,,,,,,,,4,,1,,,,,,,,
Finland,Operator Holding Account,HYVINKAAN LAMPOVOIMA OY,Kerkkolankatu 35,Hyvinkää,9889,9888,9888,98680,100160,100160,100160,100160,27075,12115,10731,4695,4044,3415,2806,2220,4057,8333,28111,25660,29059,34257,22390,23838,13836,11197,4374,4890,,,,,4057,8333,28111,25660,29059,34257,22390,23838,13836,11197,4374,4890,,,,
Finland,Operator Holding Account,HYVINKAAN LAMPOVOIMA OY,Kerkkolankatu 35,Hyvinkää,149,148,148,3106,3103,3103,3103,3103,80,36,32,28,24,20,17,13,140,268,327,12,90,341,489,617,77,35,85,899,,,,,140,268,327,12,90,341,489,617,77,35,85,899,,,,
Finland,Operator Holding Account,HYVINKAAN LAMPOVOIMA OY,Kerkkolankatu 35,Hyvinkää,1419,1420,1420,14718,14715,14715,14715,14715,2043,457,405,1417,1220,1031,847,670,470,1211,1358,262,4585,3170,1092,1681,480,690,1655,3024,,,,,470,1211,1358,262,4585,3170,1092,1681,480,690,1655,3024,,,,
Finland,Operator Holding Account,IMATRAN ENERGIA OY,Karhumäenkatu 2,Imatra,23946,23947,23947,20486,20483,20483,20483,20483,15982,14302,12670,11090,0,0,0,0,26173,26828,26618,25027,25541,31807,26864,26301,23569,21019,16377,10,,,,,26173,26828,26618,25027,25541,31807,26864,26301,23569,21019,16377,10,,,,
Finland,Operator Holding Account,IMATRAN LAMPO OY,Kuusirinne 30,Imatra,162,0,0,,,,,,,,,,,,,,0,,,,Not Reported,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,Operator Holding Account,IMATRAN LAMPO OY,Kuusirinne 30,Imatra,1335,1335,1335,550,547,547,547,547,1425,1276,1130,989,852,719,591,467,1092,595,248,530,2415,1057,869,1702,1670,2869,4327,1655,,,,,1092,595,248,530,2415,1057,869,1702,1670,2869,4327,1655,,,,
Finland,Operator Holding Account,IMATRAN LAMPO OY,Kuusirinne 30,Imatra,1419,1420,1420,12,12,12,12,12,17,16,0,0,0,0,0,0,19,20,11,3,37,8,2,2,37,2,0,183,,,,,19,20,11,3,37,8,2,2,37,2,,183,,,,
Finland,Operator Holding Account,IMATRAN LAMPO OY,Kuusirinne 30,Imatra,,,,,,,,,,,1309,19921,17171,14511,11936,9454,,,,,,,,,,,0,1892,,,,,,,,,,,,,,,,1892,,,,
Finland,Operator Holding Account,ISOJOEN LAMPO OY,PL 23,Isojoki,,,,11392,11390,11390,11390,11390,7431,7176,4939,4321,3723,3143,2583,2044,0,89,115,325,153,131,321,341,165,189,231,115,,,,,,89,115,646,153,131,,341,165,189,231,115,,,,
Finland,Operator Holding Account,Järvi-Suomen Voima Oy,Niemenkatu 16,Lahti,85358,85905,85630,27022,27018,27018,27018,27018,45670,42349,34848,30501,26291,22218,18276,14475,17832,20815,28756,15268,21174,19526,13459,12612,14759,11318,8791,10204,,,,,17832,20815,28756,15268,21174,19526,13459,12612,14759,11318,8791,10204,,,,
Finland,Operator Holding Account,Järvi-Suomen Voima Oy,Niemenkatu 16,Lahti,3226,3227,3227,1696,1696,1696,1696,1696,74417,73122,47197,41311,35609,30092,24753,19606,3622,4421,4341,2136,1147,1186,1148,2082,1260,422,667,323,,,,,3622,4421,4341,2136,1147,1186,1148,2082,1260,422,667,323,,,,
Finland,Aircraft Operator Account,JET TIME OY,Rahtitie 3,Vantaa,,,,,,,,,,,,,,,,,,,,,,,,,,226,59,,,,,,,,,,,,,,,226,59,,,,,
Finland,Aircraft Operator Account,JETFLITE OY,Siipitie 5-7,Vantaa,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,,,,,,,,
Finland,Operator Holding Account,JUANKOSKEN BIOLAMPO OY,Juankoskentie 2,Juankoski,,,,23162,23160,23160,23160,23160,2906,2601,0,0,0,0,0,0,0,11207,24192,9903,4233,6790,6216,9205,642,0,0,0,,,,,,11207,24192,9903,4233,6790,6216,9205,642,,,,,,,
Finland,Operator Holding Account,JUJO THERMAL OY,PL 92,Kauttua,1205,1205,1205,3099,3095,3095,3095,3095,33353,32774,32189,31596,30998,30392,29780,29166,1607,1855,1658,2900,2566,2948,2769,2535,3110,3244,3691,3899,,,,,1607,1855,1658,2900,2566,2948,2769,2535,3110,3244,3691,3899,,,,
Finland,Operator Holding Account,JUNNIKKALA OY,PL 47,Kalajoki,,,,7818,7814,7814,7814,7814,10742,10251,7412,6500,5616,4761,3933,3136,2,3,0,0,0,1,38,25,61,21,20,22,,,,,,5,,,,1,38,25,61,21,20,22,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIA OY,PL 4,Jyväskylä,,,,1077,1986,1529,1529,1529,59,53,4,4,4,3,3,3,,,,41,182,79,0,3,15,0,0,0,,,,,,,,41,182,79,,3,15,,,,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIA OY,PL 4,Jyväskylä,0,0,0,0,0,0,0,0,2068,1862,1663,465,416,368,323,278,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIA OY,PL 4,Jyväskylä,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIA OY,PL 4,Jyväskylä,,,,,,,,,,,,,,,,,,,,,,,,,60,0,,,,,,,,,,,,,,,60,,,,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIANTUOTANTO OY,PL 4,Jyväskylä,0,1,1,6,2,2,2,2,,,,,,,,,3,0,48,3,0,5,0,1,3,1,0,24,,,,,3,,48,3,,5,,1,3,1,,24,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIANTUOTANTO OY,PL 4,Jyväskylä,10,9,9,6,2,2,2,2,,,,,,,,,3,16,15,0,0,0,0,40,0,0,,,,,,,3,16,15,,,,,40,,,,,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIANTUOTANTO OY,PL 4,Jyväskylä,45,44,44,110,107,107,107,107,269,242,17,17,17,16,16,16,100,164,432,107,223,785,677,551,0,1,0,0,,,,,100,164,432,107,223,785,677,551,,1,,,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIANTUOTANTO OY,PL 4,Jyväskylä,132,133,133,19,18,18,18,18,,,,,,,,,17,0,296,8,19,104,0,1,2,48,2,0,,,,,17,,296,8,19,104,,1,2,48,2,,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIANTUOTANTO OY,PL 4,Jyväskylä,2151,2151,2151,744,744,744,744,744,1207,1087,971,79,78,76,75,73,682,1083,1352,3697,2258,2515,604,687,1016,1358,39,222,,,,,682,1083,1352,3697,2258,2515,604,687,1016,1358,39,222,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIANTUOTANTO OY,PL 4,Jyväskylä,1,1,1,0,0,0,0,0,,,,,,,,,0,5,2,0,0,0,0,0,0,0,0,0,,,,,,5,2,,,,,,,,,,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIANTUOTANTO OY,PL 4,Jyväskylä,1706,1706,1706,1426,1424,1424,1424,1424,2498,2251,167,164,161,158,155,152,1306,2651,3800,1362,4805,4794,4,0,6,0,1,0,,,,,1306,2651,3800,1362,4805,4794,4,,6,,1,,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIANTUOTANTO OY,PL 4,Jyväskylä,8,8,8,21,19,19,19,19,,,,,,,,,9,45,953,421,0,0,0,154,,,,,,,,,9,45,953,421,,,,154,,,,,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIANTUOTANTO OY,PL 4,Jyväskylä,590103,590102,590102,508341,508338,508338,508338,508338,213596,197722,109911,48102,41462,35038,28822,22829,419039,487882,504808,454415,445821,325798,166030,223458,198205,152894,144112,140406,,,,,419039,487882,504808,454415,445821,325798,166030,223458,198205,152894,144112,140406,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIANTUOTANTO OY,PL 4,Jyväskylä,69801,69801,69801,56484,56484,56484,56484,56484,38063,31984,13601,6624,4488,2857,2783,2725,52086,63781,64885,61429,79591,33566,5381,5784,6565,7719,5508,3036,,,,,52086,63781,64885,61429,79591,33566,5381,5784,6565,7719,5508,3036,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIANTUOTANTO OY,PL 4,Jyväskylä,65,64,64,53,53,53,53,53,,,,,,,,,49,366,109,67,51,0,0,0,,,,,,,,,49,732,109,67,51,,,,,,,,,,,
Finland,Operator Holding Account,JYVASKYLAN ENERGIANTUOTANTO OY,PL 4,Jyväskylä,2612,2613,2613,7720,7717,7717,7717,7717,6742,6074,452,444,435,427,418,410,7075,7711,8306,7051,11921,12025,4207,6530,556,722,111,749,,,,,7075,7711,8306,7051,11921,12025,4207,6530,556,722,111,749,,,,
Finland,Operator Holding Account,JYVASKYLAN VOIMA OY,PL 4,Jyväskylä,,,,0,25122,301436,301436,301436,108086,97385,86985,76908,67144,57694,48543,39717,,,,,6024,599859,669617,356620,336542,302682,364686,267182,,,,,,,,,6024,599859,669617,356620,336542,302682,364686,267182,,,,
Finland,Operator Holding Account,KAINUUN VOIMA OY,Tehdaskatu 17,Kajaani,296460,296460,296460,230354,230354,230354,230354,230354,147976,140836,101775,44541,38393,32445,26688,21139,289700,368962,291238,255425,124771,171721,186457,150121,114495,100395,84033,83897,,,,,289700,368962,291238,255425,124771,171721,186457,150121,114495,98541,85887,83897,,,,
Finland,Operator Holding Account,KANNUKSEN KAUKOLAMPO OY,PL 7,Kannus,,,,6562,12664,11137,11137,11137,8203,7340,6502,5689,4901,4138,3400,2690,2111,5892,6257,4067,3845,3320,3113,3130,2593,1349,1514,1481,,,,,,8003,6257,4067,3845,3320,3113,3130,2593,1349,1514,1481,,,,
Finland,Operator Holding Account,KANNUKSEN KAUKOLAMPO OY,PL 7,Kannus,,,,52,50,50,50,50,,,,,,,,,1,0,1,0,0,3,0,0,4,1,1,0,,,,,,1,1,,,3,,,4,1,1,,,,,
Finland,Operator Holding Account,KANTELEEN VOIMA OY,PL 47,HAAPAVESI,536654,536654,536654,173681,173678,173678,173678,173678,,,,,,,,,65256,688809,989090,503582,372351,742385,493830,208457,176127,345426,49214,3830,,,,,65256,688809,989090,503582,372351,742385,493830,208457,176127,345426,49882,3162,,,,
Finland,Operator Holding Account,Karstulan Lämpöverkko Oy,PL 390,Jyväskylä,,,,3,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,2,,,,,,,,
Finland,Operator Holding Account,KAUHAVAN KAUKOLAMPO OY,Kallenkuja 5,Kauhava,,,,2291,2288,2288,2288,2288,5462,0,0,0,0,0,0,0,73,537,701,93,776,2862,1139,1187,800,Not Reported,,,,,,,,610,701,93,776,2862,1139,1187,800,,,,,,,
Finland,Operator Holding Account,KAUKAAN VOIMA OY,PL 40,HELSINKI,,,,0,68167,409001,409001,409001,110305,99742,85588,74912,64573,54568,44887,35553,,,,Not Reported,46181,161598,117592,73814,75706,105401,164858,136152,,,,,,,,,46181,161598,117592,73814,75706,105401,164858,136152,,,,
Finland,Operator Holding Account,Kauttua Paper Mill Oy,PL 55,Kauttua,1539,1538,1538,,,,,,,,,,,,,,1187,1400,1487,,Not Reported,Not Reported,,,,,,,,,,,1187,1400,1487,,,,,,,,,,,,,
Finland,Operator Holding Account,KEITELE ENERGY OY,Teollisuustie,Keitele,311,312,312,40,36,36,2428,3132,22982,22448,14952,13123,11349,9634,7974,6375,70,347,583,177,462,1179,705,526,75,102,76,37,,,,,70,347,583,177,462,1179,705,526,75,102,76,37,,,,
Finland,Operator Holding Account,KEITELE TIMBER OY,Teollisuustie,Keitele,,,,4917,4914,4914,4914,4914,5832,1433,3698,3235,2787,2354,1933,1530,3,1,2,4,0,6,29,44,55,197,323,282,,,,,,4,2,4,,6,29,44,55,197,323,282,,,,
Finland,Operator Holding Account,Kemijärven Kaukolämpö Oy,Vapaudenkatu 10-12 A 7,Kemijärvi,209,209,209,72,69,69,69,69,,,,,,,,,13,76,18,31,107,0,0,0,0,0,0,0,,,,,13,76,18,31,107,,,,,,,,,,,
Finland,Operator Holding Account,Kemijärven Kaukolämpö Oy,Vapaudenkatu 10-12 A 7,Kemijärvi,631,631,631,320,319,319,319,319,,,,,,,,,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,3,,,,,,,,,,,,
Finland,Operator Holding Account,Kemijärven Kaukolämpö Oy,Vapaudenkatu 10-12 A 7,Kemijärvi,37,37,37,25,22,22,22,22,,,,,,,,,0,0,11,10,25,0,1,0,1,1,3,2,,,,,,,11,10,25,,1,,1,1,3,2,,,,
Finland,Operator Holding Account,Kemijärven Kaukolämpö Oy,Vapaudenkatu 10-12 A 7,Kemijärvi,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Finland,Operator Holding Account,Kemijärven Kaukolämpö Oy,Vapaudenkatu 10-12 A 7,Kemijärvi,19170,19169,19169,16793,16790,31237,31137,31137,16026,14342,12706,11121,9586,8101,6663,5278,10957,12480,20102,24985,26701,26016,19986,25293,15135,16163,10815,12418,,,,,10957,12480,20102,24985,26701,26016,19986,25293,15135,16163,10815,12418,,,,
Finland,Operator Holding Account,KEMIJARVEN LAMPO JA VESI OY,PL 1100,Kemi,15,15,15,0,0,0,0,0,397,333,17,0,0,0,0,0,7,824,850,373,210,132,310,134,120,23,38,89,,,,,7,824,850,373,210,132,310,134,120,23,38,89,,,,
Finland,Operator Holding Account,KEMIJARVEN LAMPO JA VESI OY,PL 1100,Kemi,984,984,984,0,0,0,0,0,385,322,16,0,0,0,0,0,1003,992,164,165,79,24,69,4,17,5,5,0,,,,,1003,992,164,165,79,24,69,4,17,5,5,,,,,
Finland,Operator Holding Account,KEMIJARVEN LAMPO JA VESI OY,PL 1100,Kemi,1506,1505,1505,30209,30205,30205,30205,30205,22908,20501,18158,15888,13687,11557,9496,7513,2274,12238,52163,38013,31755,32614,31429,39449,32619,30824,30671,35520,,,,,2274,2274,62127,38013,31755,32614,31429,39449,32619,30824,30671,35520,,,,
Finland,Operator Holding Account,KEMIJARVEN LAMPO JA VESI OY,PL 1100,Kemi,965,964,964,0,0,0,0,0,,,,,,,,,98,0,0,0,0,,,,,,,,,,,,98,,,,,,,,,,,,,,,
Finland,Operator Holding Account,KEMIJARVEN LAMPO JA VESI OY,PL 1100,Kemi,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,Operator Holding Account,KEMIJARVEN LAMPO JA VESI OY,PL 1100,Kemi,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,Operator Holding Account,KEMIJARVEN LAMPO JA VESI OY,PL 1100,Kemi,2431,2431,2431,0,0,0,0,0,1933,1608,81,0,0,0,0,0,2975,4456,2738,505,779,1798,1565,1241,33,6,271,35,,,,,2975,4456,2738,505,779,1798,1565,1241,33,6,271,35,,,,
Finland,Operator Holding Account,Kemira Chemicals Oy,PL 7,Sastamala,,,,,,,,,159377,156609,153808,150978,148118,145230,142306,139371,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Finland,Operator Holding Account,KERAMIA OY,Mjösundintie 1101,Mjösund,5745,5744,5744,7063,9600,8331,8331,8331,4291,4217,4141,4065,3988,3910,3832,3753,5572,5400,5395,6153,5095,4914,5136,4968,4648,4620,4073,3853,,,,,5572,5400,5395,6153,5095,4914,5136,4968,4648,4620,4073,3850,,,,
Finland,Operator Holding Account,KERAVAN ENERGIA OY,Tervahaudankatu 6,Kerava,,,,759,759,759,759,759,3567,3295,0,0,0,0,0,0,5330,3253,5308,2224,3784,1478,659,256,156,220,4,204,,,,,5330,3253,5308,2224,3784,1478,659,256,156,220,4,204,,,,
Finland,Operator Holding Account,KERAVAN ENERGIA OY,Tervahaudankatu 6,Kerava,1957,1958,1958,6074,6072,6072,6072,6072,1749,1615,0,0,0,0,0,0,3881,1808,2130,1586,2498,1748,1325,796,362,216,20,179,,,,,3881,1808,2130,1586,2498,1748,1325,796,362,216,20,179,,,,
Finland,Operator Holding Account,KERAVAN ENERGIA OY,Tervahaudankatu 6,Kerava,7716,7717,7717,13179,13179,13179,13179,13179,6070,5608,2095,0,0,0,0,0,8423,12032,1570,9121,4122,2188,3414,1385,1450,1945,245,1147,,,,,8423,12032,1570,9121,4122,2188,3414,1385,1450,1945,245,1147,,,,
Finland,Operator Holding Account,KERAVAN ENERGIA OY,Tervahaudankatu 6,Kerava,82,82,82,27,24,24,24,24,,,,,,,,,16,24,0,4,20,0,0,,,,,,,,,,16,24,,4,20,,,,,,,,,,,
Finland,Operator Holding Account,KERAVAN ENERGIA OY,Tervahaudankatu 6,Kerava,6,5,5,8,7,7,7,7,,,,,,,,,3,0,1,0,0,22,22,0,,,,,,,,,3,,1,,,22,22,,,,,,,,,
Finland,Operator Holding Account,KERAVAN ENERGIA OY,Tervahaudankatu 6,Kerava,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Finland,Operator Holding Account,KERAVAN ENERGIA OY,Tervahaudankatu 6,Kerava,12871,12871,12871,10124,10123,10123,10123,10123,,,,,,,,,9004,11780,9484,9880,10117,12413,9749,8784,,,,,,,,,9004,11780,9484,9880,10117,12413,9749,8784,,,,,,,,
Finland,Operator Holding Account,KERAVAN ENERGIA OY,Tervahaudankatu 6,Kerava,1145,1144,1144,300,300,300,300,300,620,572,0,0,0,0,0,0,184,774,574,129,514,1443,443,134,30,23,2,64,,,,,184,774,574,129,514,1443,443,134,30,23,2,64,,,,
Finland,Operator Holding Account,KERAVAN ENERGIA OY,Tervahaudankatu 6,Kerava,21597,21597,21597,35171,35171,35171,35171,35171,27721,25621,11786,5394,4910,4439,3980,3539,22407,31262,38056,16745,19325,11855,7189,5559,2797,2097,3219,2278,,,,,22407,31262,38056,16745,19325,11855,7189,5559,2797,2097,3219,2278,,,,
Finland,Operator Holding Account,KERAVAN ENERGIA OY,Tervahaudankatu 6,Kerava,15892,15893,15893,26757,26754,26754,26754,26754,15296,14138,6505,4745,4235,3741,3262,2800,20759,21368,18475,24932,16983,11040,6672,7418,5702,4833,3973,4221,,,,,20759,21368,18475,24932,16983,11040,6672,7418,5702,4833,3973,4221,,,,
Finland,Operator Holding Account,Keravan Lämpövoima Oy,PL 40,Helsinki,,,,0,4648,55766,55766,55766,55239,50970,46815,42781,38863,35063,31376,27810,,,,,21761,58714,45847,34846,27802,35959,36201,29521,,,,,,,,58714,21761,,45847,34846,27802,35959,36201,29521,,,,
Finland,Operator Holding Account,Keräyskuitu Oy,Stora Enso Oyj,Imatra,10985,10986,0,,,,,,,,,,,,,,5480,3776,,,Not Reported,Not Reported,,,,,,,,,,,5480,3776,,,,,,,,,,,,,,
Finland,Operator Holding Account,KESKUSOSUUSKUNTA OULUN SEUDUN SAHKO,Voimatie 2,Kempele,74,74,74,57,57,57,57,57,39,34,0,0,0,0,0,0,0,18,164,1,0,133,4,0,0,0,0,3,,,,,,18,164,1,,133,4,,,,,3,,,,
Finland,Operator Holding Account,KESKUSOSUUSKUNTA OULUN SEUDUN SAHKO,Voimatie 2,Kempele,70,69,69,117,115,115,115,115,,,,,,,,,0,21,151,3,0,36,0,0,0,0,0,0,,,,,,21,151,3,,36,,,,,,,,,,
Finland,Operator Holding Account,KESKUSOSUUSKUNTA OULUN SEUDUN SAHKO,Voimatie 2,Kempele,,,,632,759,759,759,759,80,67,19,44,33,25,19,15,,,0,148,47,106,19,6,0,0,48,247,,,,,,,,148,47,106,19,6,,,48,295,,,,
Finland,Operator Holding Account,KESKUSOSUUSKUNTA OULUN SEUDUN SAHKO,Voimatie 2,Kempele,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Operator Holding Account,KEURUUN LAMPOVOIMA OY,PL 50,Keuruu,,,,0,0,0,16099,13798,15491,14314,9315,0,0,0,0,0,,,,,,1262,4422,3148,1648,1539,1602,,,,,,,,,,,1262,4422,3148,1648,1539,1602,,,,,
Finland,Operator Holding Account,KOKKOLAN ENERGIA OY,PL 165,Kokkola,197095,197094,197094,152491,155493,154609,154609,154609,57596,54442,51361,48360,45435,42586,39811,37114,127255,220145,172307,165509,145944,212181,192687,153267,156318,188369,113827,202068,,,,,127255,220145,172307,165509,145944,212181,192687,153267,156318,188369,113827,202068,,,,
Finland,Operator Holding Account,KOKKOLAN ENERGIA OY,PL 165,Kokkola,6,5,5,7,6,6,6,6,6,5,1,1,1,1,1,1,15,7,6,1,14,2,5,59,0,2,2,73,,,,,15,7,6,3,14,,5,59,,2,2,73,,,,
Finland,Operator Holding Account,KOKKOLAN ENERGIA OY,PL 165,Kokkola,1114,1115,1115,839,835,835,835,835,451,404,358,313,270,228,187,148,630,546,203,340,1162,621,893,1749,334,665,838,1345,,,,,630,546,203,340,1162,621,893,1749,334,665,838,1345,,,,
Finland,Operator Holding Account,KOKKOLAN ENERGIA OY,PL 165,Kokkola,443,444,444,446,443,443,443,443,317,283,63,55,47,40,33,26,296,305,609,355,625,703,678,697,15,148,137,456,,,,,296,305,609,1058,625,,678,697,15,148,137,456,,,,
Finland,Operator Holding Account,KOKKOLAN ENERGIA OY,PL 165,Kokkola,74812,74811,74811,67096,89626,94130,94130,94130,48326,44303,40387,36588,32903,29329,25865,22518,57265,67744,96051,78873,65384,64075,41513,38750,31300,24925,46384,29560,,,,,57265,67744,96051,78873,65384,64075,41513,38750,31300,24925,46384,29560,,,,
Finland,Operator Holding Account,KOSKISEN OY,Tehdastie 2,Järvelä,17926,17926,17926,42999,42999,42999,42999,42999,34241,33645,21717,19008,16384,13846,11389,9021,19386,8573,5674,4237,2520,1979,3303,2272,1622,1625,1822,2314,,,,,19386,8573,5674,4237,2520,1979,3303,2272,1622,1625,1822,2314,,,,
Finland,Operator Holding Account,KOSKISEN OY,Tehdastie 2,Järvelä,381,380,380,419,415,415,415,415,13993,13750,8873,7764,6688,5647,4641,3671,1330,847,639,880,709,214,153,362,477,314,407,519,,,,,1330,847,639,880,1295,214,153,362,477,314,407,519,,,,
Finland,Operator Holding Account,KOTKAMILLS OY,PL 62-63,Kotka,278945,278945,278945,259376,259376,259376,259376,259376,139564,136383,131179,127697,124229,120780,117338,113932,227983,255149,270573,261627,218010,268955,252665,236043,255035,226115,245567,205715,,,,,227983,255149,270573,261627,218010,268955,252665,236043,255035,226115,245567,205715,,,,
Finland,Operator Holding Account,KOTKAN ENERGIA OY,PL 232,Kotka,,,,79,75,75,75,75,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Finland,Operator Holding Account,KOTKAN ENERGIA OY,PL 232,Kotka,25185,25184,25184,22363,22362,22362,22362,22362,,,,,,,,,22439,23570,24341,20416,4062,3795,2362,1937,1889,789,1908,673,,,,,22439,23570,24341,24478,,3795,2362,1937,1889,789,1908,673,,,,
Finland,Operator Holding Account,KOTKAN ENERGIA OY,PL 232,Kotka,17,16,16,0,0,0,0,0,25,23,5,18,15,13,11,8,0,0,51,0,58,43,0,12,31,7,29,30,,,,,,,51,,58,43,,12,31,7,29,30,,,,
Finland,Operator Holding Account,KOTKAN ENERGIA OY,PL 232,Kotka,335,335,335,1886,1884,1884,1884,1884,413,370,0,0,0,0,0,0,729,155,142,87,991,428,2127,815,131,62,7,65,,,,,729,155,142,1078,,428,2127,815,131,62,7,65,,,,
Finland,Operator Holding Account,KOTKAN ENERGIA OY,PL 232,Kotka,441,442,442,175,174,174,174,174,565,506,0,0,0,0,0,0,34,422,673,946,1436,561,1244,349,70,50,6,44,,,,,34,422,673,946,1436,561,1244,349,70,50,6,44,,,,
