Country,Account Type,Account Holder Name,Main Address Line,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Spain,Operator Holding Account,ACEITES DEL SUR-COOSUR SOCIEDAD ANONIMA,"Ctra. La Carolina, 29,",Vilches (Jaén),64561,69175,69175,61821,61821,61821,61821,61821,17532,17227,16922,16617,16312,16007,15702,15397,47078,56153,75973,97994,84607,59568,56058,56763,49034,70194,93128,90891,,,,,47078,56153,75973,97994,84607,59568,56058,56763,49034,70194,93128,90891,,,,
Spain,Operator Holding Account,ACEITES DEL SUR-COOSUR SOCIEDAD ANONIMA,"Ctra. La Carolina, 29,",Vilches (Jaén),,,,0,25700,40837,40837,40837,23372,22965,22559,22152,21745,21339,20932,20525,,,,,370,23270,58582,65140,36173,42725,56689,59540,,,,,,,,,370,23270,58582,65140,36173,42725,56689,59540,,,,
Spain,Operator Holding Account,"Aceites Sierra Sur,  S.A","Frente Estación de Ferrocarril, s/n",Pinos Puente  (Granada),88463,88463,88463,83045,83045,83045,83045,83045,48797,47948,47099,46250,45401,44552,43703,42854,31918,10081,49633,80920,65037,49200,46175,54512,51505,72352,108564,117696,,,,,,41999,49633,80920,65037,49200,46175,54512,51505,72352,108564,117696,,,,
Spain,Operator Holding Account,ACERIA DE ALAVA SA,POLÍGONO INDUSTRIAL SARACHO S/N,AMURRIO (Álava),22455,22455,22455,35822,39457,39457,39457,39457,27647,27166,26681,26189,25694,25192,24684,24176,25968,26397,27144,28953,18921,20553,24939,28967,32917,38431,35056,38800,,,,,25968,26397,27144,28953,18921,20553,24939,28967,32917,38431,35056,38800,,,,
Spain,Operator Holding Account,Acerinox Europa S.A.U,"Avda. de Acerinox Europa, s/n, P. I. de Palmones",Los Barrios,271235,271235,271235,278698,278698,278698,278698,278698,248936,244613,240239,235818,231350,226839,222272,217687,261734,256199,225056,207268,142375,161855,167502,167876,198922,210646,233376,237563,,,,,261734,256199,225056,207268,142375,161855,167502,167876,198922,210646,233376,237563,,,,
Spain,Operator Holding Account,ACEROS INOXIDABLES OLARRA SA,"CAM. LARRABARRI, Nº 1",LOIU (Vizcaya),24341,24341,24341,29551,29551,29551,29551,29551,25558,25115,24665,24212,23752,23289,22821,22350,22622,24435,23537,23343,15572,22298,22854,21879,25260,23776,24327,26282,,,,,22622,24435,23537,23343,15572,22298,22854,21879,25260,23776,24327,26282,,,,
Spain,Operator Holding Account,"ACONDA PAPER, SA","c/ Alcalde Barnils, 64-68",Sant Cugat del Valles (Barcelona),5962,5962,5962,6292,6292,0,0,0,,,,,,,,,5581,15116,4931,6591,2357,0,,,,,,,,,,,5581,15116,4931,6591,2357,,,,,,,,,,,
Spain,Operator Holding Account,ADAM ECOTECH SA,"Ctra. Extremadura, Km. 25",Navalcarnero  (Madrid),32046,32046,32046,31913,31913,31913,0,0,,,,,,,,,28543,29662,29810,20647,0,0,,,,,,,,,,,,58205,29810,20647,,,,,,,,,,,,
Spain,Operator Holding Account,ADISSEO ESPANA SA,"C/ Merindad de C. la Vieja,2, P.I. Villalonquejar",Burgos,,,,,,,,,21992,21610,21223,20833,20438,20040,19636,19231,,,,,,,,,28500,28748,26610,26210,,,,,,,,,,,,,28500,28748,26610,26210,,,,
Spain,Operator Holding Account,"Adobes Constructivos, S.L.","Partida Tancaes, s/n",Villalonga (Valencia),28065,28065,28065,28705,28705,28705,28705,28705,13757,13518,14351,9063,8890,8713,8535,8353,29135,25801,25065,19846,15767,14958,12655,7830,7629,6873,7075,8072,,,,,29135,25801,25065,19846,15767,14958,12655,7830,7629,6873,7075,8072,,,,
Spain,Operator Holding Account,AENA Aeropuertos S.A,"c/Arturo Soria, 109",Madrid,,,,0,0,6436,6436,6436,3928,3515,3114,2725,2347,1982,1629,1289,,,,,,8788,7202,6445,6099,5499,6276,5909,,,,,,,,,,8788,7202,6445,6099,5499,6276,5909,,,,
Spain,Aircraft Operator Account,"Aerolane Líneas Aéreas Nacionales del Ecuador, S.A.","Avda. Presidente Riesco, 57111, Piso 20",Santiago,,,,,,,,134631,0,0,0,0,0,0,0,0,,,,,,,,0,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,,,,,,,,
Spain,Aircraft Operator Account,"Aerolíneas Argentinas, S.A.","Avda.Rafael Obligado, s/n,Aeroparque Jorge Newbery",Buenos Aires,,,,,,,,316550,25,25,25,25,25,25,25,25,,,,,,,,175,15,40,62,0,,,,,,,,,,,,175,,55,62,,,,,
Spain,Aircraft Operator Account,"Aerovías de México, S.A.","C/ Cedaceros, 11, Plta. Oficina 1",Madrid,,,,,,,,226313,33,33,33,33,33,33,33,33,,,,,,,,182,79,9,40,244,,,,,,,,,,,,182,,88,40,131,,,,
Spain,Operator Holding Account,"AG Galva Color, S.A.","Ctra. Badajoz, 32",Jerez de los Caballeros,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Spain,Operator Holding Account,AGC FLAT GLASS IBERICA SA,"C/ Mallorca, 272-274, 6º 5ª",Barcelona,102400,102400,102400,104930,104930,104930,104930,104930,78997,77625,76237,74834,73416,71985,70535,69081,94560,100167,105035,100602,92630,103095,93886,91401,90741,94555,99115,96719,,,,,,194727,105035,100602,92630,103095,93886,91401,90741,94555,99115,96719,,,,
Spain,Operator Holding Account,"Agroenergética de Palenciana,S.L","Ctra. Córdoba - Málaga, Km. 98",El Tejar-Córdoba,,,,248,248,248,248,248,,,,,,,,,,,267,44,0,5,0,0,,,,,,,,,,,267,44,,5,,,,,,,,,,
Spain,Operator Holding Account,"Agropecuaria Casa del Ángel, S.A.","Avda. Reyes Católicos, 135",Villarrobledo (Albacete),32661,32661,32661,30484,30362,30362,30362,30484,,,,,,,,,25561,12872,28886,11834,18,6,13,10,0,,,,,,,,25561,12872,28886,11834,18,6,13,10,,,,,,,,
Spain,Operator Holding Account,AGUSTIN BARRAL SA,"Ángel Guimerá, 3",La Pobla de Lillet (Barcelona),10506,10506,10506,10139,10139,10139,10139,10139,,,,,,,,,6032,5755,6171,4912,3523,3893,5110,4679,Excluded,Excluded,Excluded,Excluded,,,,,6032,5755,6171,4912,3523,3893,5110,4679,,,,,,,,
Spain,Operator Holding Account,AHLSTROM BARCELONA SA,Pas de l aigua s/n,Capellades (Barcelona),4497,4497,4497,7390,7390,7390,7390,7390,,,,,,,,,6604,6414,7121,5781,4049,1282,1026,537,,,,,,,,,6604,6414,7121,5781,4049,1282,1026,537,,,,,,,,
Spain,Operator Holding Account,AIALA VIDRIO SA,"Bº Munegazo, 22",Llodio (Álava),117077,117077,117077,109020,109020,109020,109020,109020,78397,77036,75658,74267,72859,71438,70000,68556,98347,104417,103650,97677,83907,95102,101801,101235,100892,85557,100108,93061,,,,,98347,104417,103650,97677,83907,95102,101801,101235,100892,85557,100108,93061,,,,
Spain,Operator Holding Account,"Aigües de Barcelona, Empresa Metropolitana de Gestió del Cicle Integral de l'Aigua, SA","General Batet, 1-7",Barcelona,,,,,,,,,6155,5508,4880,4271,3682,3112,2560,2027,,,,,,,,,27682,11776,11789,12570,,,,,,,,,,,,,27682,11776,11789,12570,,,,
Spain,Aircraft Operator Account,AIR EUROPA LINEAS AEREAS SA,"Ctra. Arenal-Llucmajor, Km. 21,5",Llucmajor,,,,,,,,1297611,252224,252224,252224,252224,252224,252224,252224,252224,,,,,,,,705298,426353,487879,534212,568261,,,,,,,,,,,,705298,,914232,534212,568261,,,,
Spain,Operator Holding Account,Air Liquide Ibérica de Gases,"Paseo de la Castellana,79, 5ª Plta",Madrid,,,,,,,,,229885,225892,221852,217770,213644,209478,205260,201027,,,,,,,,,329572,316237,323607,337698,,,,,,,,,,,,,329572,316237,323607,337698,,,,
