Country,Account Type,Account Holder Name,Main Address Line,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Czech Republic,Operator Holding Account,"KRPA PAPER, A.S.",Nádražní 266,Hostinné,120078,120078,120078,67389,67389,67389,67389,67389,30214,29115,28071,27083,26151,25268,24432,23665,65511,67565,61753,52622,41836,34924,33742,36847,33894,32806,32290,32905,,,,,5433,127643,61753,52622,41836,34924,33742,36847,33894,32806,32290,32905,,,,
Czech Republic,Operator Holding Account,"KX POWER, A.S.",Šujanovo nám. 3,Brno,13059,13059,13059,4901,4901,4901,4901,4901,,,,,,,,,4901,3820,2320,1045,0,1,2,0,Excluded,,,,,,,,4901,3820,2320,1045,,1,2,,,,,,,,,
Czech Republic,Operator Holding Account,"LAFARGE CEMENT, A.S.",Čížkovice čp. 27,Čížkovice,518463,518463,518463,474355,474355,474355,474355,474355,446598,438841,430993,423063,415048,406954,398760,390537,471299,465427,565933,490969,369109,354004,368875,422207,325591,348099,350217,368962,,,,,,936726,565933,490969,369109,354004,368875,422207,325591,348099,350217,368962,,,,
Czech Republic,Operator Holding Account,"LASSELSBERGER, S.R.O.",Adelova 2549/1,"Plzeň, Jižní Předměstí",12840,12840,12840,13093,13093,13093,13093,13093,11635,11432,11228,11021,10812,10602,10388,10173,11922,12550,12982,12090,2911,11227,11810,11995,11466,11716,11479,12106,,,,,,24472,12982,12090,2911,11227,11810,11995,11466,11716,11479,12106,,,,
Czech Republic,Operator Holding Account,"LASSELSBERGER, S.R.O.",Adelova 2549/1,"Plzeň, Jižní Předměstí",63247,63247,63247,64594,64594,64594,64594,64594,53192,52270,51334,50390,49435,48471,47496,46515,62800,64756,67902,61773,53339,58995,61864,66390,60737,63191,65801,67299,,,,,,127556,67902,61773,53339,58995,61864,66390,60737,63191,65801,67299,,,,
Czech Republic,Operator Holding Account,"LASSELSBERGER, S.R.O.",Adelova 2549/1,"Plzeň, Jižní Předměstí",6968,6968,6968,7508,7508,7508,0,0,,,,,,,,,7341,6692,6835,5521,1902,104,,,,,,,,,,,373,13660,6835,5521,1902,104,,,,,,,,,,
Czech Republic,Operator Holding Account,"LASSELSBERGER, S.R.O.",Adelova 2549/1,"Plzeň, Jižní Předměstí",35777,35777,35777,37784,37784,43374,47690,47690,41242,40526,39802,39068,38328,37581,36824,36065,35216,35408,36484,35074,33679,43374,45268,43069,40510,43209,42381,53660,,,,,,70624,36484,35074,33679,43374,45268,43069,40510,43209,42381,53660,,,,
Czech Republic,Operator Holding Account,"LASSELSBERGER, S.R.O.",Adelova 2549/1,"Plzeň, Jižní Předměstí",26329,26329,26329,,,,,,,,,,,,,,21841,15686,,,Not Reported,Not Reported,,,,,,,,,,,,37527,,,,,,,,,,,,,,
Czech Republic,Operator Holding Account,"LASSELSBERGER, S.R.O.",Adelova 2549/1,"Plzeň, Jižní Předměstí",13521,13521,13521,22665,22665,22665,22665,22665,17747,17439,17126,16812,16493,16171,15846,15519,12311,12960,21827,20632,16659,20139,20349,17117,16769,17823,20071,19157,,,,,,25271,21827,20632,16659,20139,20349,17117,16769,17823,20071,19157,,,,
Czech Republic,Operator Holding Account,"LASSELSBERGER, S.R.O.",Adelova 2549/1,"Plzeň, Jižní Předměstí",37255,37255,37255,36042,36042,36042,36042,36042,,,,,,,,,32726,34643,34609,31165,19079,1552,208,135,,,,,,,,,,67369,34609,31165,19079,1552,208,135,,,,,,,,
Czech Republic,Operator Holding Account,"LAUFEN CZ, S.R.O.",V Tůních 3/1637,Praha 2,14641,14641,14641,,,,,,,,,,,,,,7184,4724,1888,0,Not Reported,Not Reported,,,,,,,,,,,,11908,1888,,,,,,,,,,,,,
Czech Republic,Operator Holding Account,"LAUFEN CZ, S.R.O.",V Tůních 3/1637,Praha 2,19787,19787,19787,22860,22860,22860,22860,22860,18883,18555,18223,17887,17548,17206,16861,16513,21534,21195,19837,16980,8789,7972,7538,8965,13675,14072,15599,16728,,,,,1747,40982,19837,16980,8789,7972,7538,8965,13675,14072,15599,16728,,,,
Czech Republic,Operator Holding Account,"LETISTE PRAHA, A. S.",K letišti 6/1019,Praha 6,20750,20750,20750,19494,19494,19494,19494,19494,15770,14113,12500,10937,9421,7955,6537,5171,15136,19494,18562,15952,14851,14926,14154,14783,17484,13296,13628,13946,,,,,,34630,18562,15952,14851,14926,14154,14783,17484,13296,13628,13946,,,,
Czech Republic,Operator Holding Account,"LIAS VINTIROV, LEHKY STAVEBNI MATERIAL, K.S.",Vintířov 176,Vintířov,27686,27686,27686,28128,28128,28128,28128,28128,17724,17417,17105,16790,16472,16151,15825,15499,27686,21076,15227,20177,22178,19451,15243,16668,18134,20564,21950,21762,,,,,21027,27735,15227,20177,22178,19451,15243,16668,18134,20564,21950,21762,,,,
Czech Republic,Operator Holding Account,"LITOVELSKA CUKROVARNA, A.S.",Loštická 131,Litovel,35658,35658,35658,15466,15466,15466,15466,15466,10008,9834,9658,9480,9301,9120,8936,8751,15964,12945,15506,14300,17373,15976,16746,19909,21104,15593,25890,20442,,,,,8000,20909,15506,14300,17373,15976,16746,19909,21104,15593,25819,20513,,,,
Czech Republic,Operator Holding Account,"LOSTR, a.s.",Husova 402,Louny,3739,3739,3739,4087,0,0,0,0,,,,,,,,,3537,4102,3490,1853,Not Reported,Not Reported,,,,,,,,,,,,7639,3490,1853,,,,,,,,,,,,
Czech Republic,Operator Holding Account,"LOVOCHEMIE, A.S.",Terezínská 57,Lovosice,175777,175777,175777,170684,170684,170684,170684,170684,98187,96138,94080,92020,89950,87879,85798,83724,131727,170684,154250,170497,163554,212651,192965,202032,196650,180800,209017,205761,,,,,131726,170685,154250,170497,163554,212651,192965,202032,196650,180800,209017,205761,,,,
Czech Republic,Operator Holding Account,"LOVOCHEMIE, A.S.",Terezínská 57,Lovosice,12241,12241,12241,1977,1977,1977,1977,1977,85470,83985,82484,80965,79432,77883,76315,74741,1557,1977,3693,2718,3483,8933,12330,6360,145368,221271,227541,169869,,,,,1556,1978,3693,2718,3483,8933,12330,6360,145368,221271,227541,169869,,,,
Czech Republic,Operator Holding Account,"MASOKOMBINAT POLICKA, A.S.",Kamenec u Poličky 300,Kamenec u Poličky,5102,5102,5102,4735,4735,4735,4735,4735,3395,3038,2692,0,0,0,0,0,4487,4363,4352,4373,4208,4557,4458,4233,3878,3989,2757,,,,,,,8850,4352,4373,4208,4557,4458,4233,3878,3989,2757,,,,,
Czech Republic,Operator Holding Account,"MEFRIT, S.R.O.",Českolipská 798,Mělník,,,,635,2342,2342,2342,2342,2141,1203,1181,1159,1138,1115,1093,1070,,,,635,1951,1719,1275,1155,1046,1048,1022,1069,,,,,,,,635,1951,1719,1275,1155,1046,1048,1022,1069,,,,
Czech Republic,Operator Holding Account,"MESIT REALITY, S.R.O.",Sokolovská 573,Uherské Hradiště,4390,4390,4390,3945,0,0,0,0,,,,,,,,,3745,3628,3110,2652,Not Reported,Not Reported,,,,,,,,,,,,7373,3110,2652,,,,,,,,,,,,
Czech Republic,Aircraft Operator Account,"MIDAMERICA HOLDINGS, LTD.",3801 20TH ST N,FARGO,,,,,,,,,,,,,,,,,,,,,,,,23,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,23,,,,,,,
Czech Republic,Operator Holding Account,"MITAS, A.S.",Švehlova 1900/3,Praha 10 - Záběhlice,29879,29879,29879,24636,24636,24636,24636,24636,21248,20861,20468,20074,19676,19274,18869,18464,23237,22811,23197,21584,17113,18893,18664,18422,18800,15687,14921,14595,,,,,208,45840,23197,21584,17113,18893,18664,18442,18800,15687,14921,14595,,,,
Czech Republic,Operator Holding Account,"MLEKARNA HLINSKO, A.S.",Kouty 53,Hlinsko,12395,12395,12395,12169,12169,12169,12169,12169,8039,7425,6826,0,0,0,0,0,11664,11081,10229,8810,7516,8032,8123,7577,9416,9973,3001,,,,,,369,22376,10229,8810,7516,8032,8123,7577,9416,9973,3001,,,,,
Czech Republic,Operator Holding Account,MLEKARNA KLATOVY A. S.,Za tratí 640,Klatovy IV,18971,18971,18971,19601,19601,0,0,0,,,,,,,,,17989,18649,16899,16374,0,0,,,,,,,,,,,,36638,16899,16374,,,,,,,,,,,,
Czech Republic,Operator Holding Account,"MND GAS STORAGE, A.S.",Úprkova 807/6,Hodonín,,,,0,0,0,0,4835,6197,5544,4912,4298,3702,3127,2568,2032,,,,,,,,4835,4884,4672,5546,6390,,,,,,,,,,,,4835,4884,4672,5546,6390,,,,
Czech Republic,Operator Holding Account,"MONDI STETI, A.S.",Litoměřická 272,Štětí,483009,483009,483009,494692,495984,509972,509972,509972,169138,164885,160644,156421,152214,148027,143851,139714,310735,268670,397391,343040,400557,430460,396518,355879,328356,330003,331381,326495,,,,,,637778,339018,343040,400557,430460,396518,355879,328356,330003,331381,326495,,,,
Czech Republic,Operator Holding Account,"MONDI STETI, A.S.",Litoměřická 272,Štětí,76314,76314,76314,,,,,,,,,,,,,,62645,58373,0,0,Not Reported,Not Reported,,,,,,,,,,,,121018,,,,,,,,,,,,,,
Czech Republic,Operator Holding Account,"MORAVIA GAS STORAGE, A.S.",Úprkova 807/6,Hodonín,,,,,,,,,,,,2138,3168,2677,2202,1744,,,,,,,,,,,,3249,,,,,,,,,,,,,,,,3249,,,,
Czech Republic,Operator Holding Account,"MORAVSKOSLEZSKE CUKROVARY, A.S.",Cukrovarská 657,Hrušovany nad Jevišovkou,53870,53870,53870,37813,37813,37813,37813,37813,15835,15504,15173,14840,14505,14171,13835,13501,36486,34192,38535,41812,33020,29711,33346,33248,35263,39904,56786,36252,,,,,,70678,38535,41812,33020,29711,33346,33248,35263,39904,56786,36252,,,,
Czech Republic,Operator Holding Account,"MORAVSKOSLEZSKE CUKROVARY, A.S.",Cukrovarská 657,Hrušovany nad Jevišovkou,50189,50189,50189,38131,38131,38131,38131,38131,23798,23282,22765,22247,21728,21209,20689,20170,38131,29364,28742,42773,42154,44955,44892,33994,30495,41720,49038,32886,,,,,,67495,28742,42773,42154,44955,44892,33994,30495,41720,49038,32886,,,,
Czech Republic,Operator Holding Account,"MS UTILITIES & SERVICES, A.S.",Bezručova 1200,Bohumín,128814,128814,128814,125836,125836,125836,125836,125836,20196,19828,19456,19082,18703,18324,17939,17552,127362,121130,76596,78511,61871,65923,61678,47931,26581,27326,29997,27530,,,,,,248492,76596,78511,61871,65923,61678,47931,26581,27326,29997,27530,,,,
Czech Republic,Operator Holding Account,"NATURAL KERAMIKA, S.R.O.",U Cihelny 93/375,Jevíčko,822,822,822,786,786,786,786,786,,,,,,,,,803,667,455,370,286,251,192,246,,,,,,,,,803,667,455,370,286,251,192,246,,,,,,,,
Czech Republic,Operator Holding Account,"NET4GAS, S.R.O.",Na Hřebenech II 1718/8,"Praha 4, Nusle",22277,22277,22277,9374,9374,9374,9374,9374,2438,637,3301,2888,2487,2100,1726,1365,1570,9374,1750,4319,9660,1327,791,2691,324,5966,4152,2550,,,,,,10944,1750,4319,9660,1327,791,2691,324,5966,4152,2550,,,,
Czech Republic,Operator Holding Account,"NET4GAS, S.R.O.",Na Hřebenech II 1718/8,"Praha 4, Nusle",27013,27013,27013,10496,10496,10496,10496,10496,9155,8193,7256,6349,454,383,315,249,1590,10496,2826,5502,22292,1862,1788,24154,7119,9492,7278,731,,,,,,12086,2826,5502,22292,1862,1788,24154,7119,9492,7278,731,,,,
Czech Republic,Operator Holding Account,"NET4GAS, S.R.O.",Na Hřebenech II 1718/8,"Praha 4, Nusle",35410,35410,35410,24394,24394,24394,0,0,,,,,,,,,23141,22456,6851,1258,647,0,,,,,,,,,,,,45597,6851,1258,647,,,,,,,,,,,
Czech Republic,Operator Holding Account,"NET4GAS, S.R.O.",Na Hřebenech II 1718/8,"Praha 4, Nusle",200000,200000,200000,80647,80647,80647,80647,80647,20107,6826,45614,39910,12014,10144,8335,6593,85476,73780,76788,73060,64256,60703,42149,8941,4788,39833,46529,8920,,,,,,159256,76788,73060,64256,60703,42149,8941,4788,39833,46529,8920,,,,
Czech Republic,Operator Holding Account,"NET4GAS, S.R.O.",Na Hřebenech II 1718/8,"Praha 4, Nusle",106270,106270,106270,46196,46196,46196,46196,46196,29518,0,0,0,0,0,0,0,46196,35047,18405,42840,12156,18795,5500,24619,644,,,,,,,,,81243,18405,42840,12156,18795,5500,24619,644,,,,,,,
Czech Republic,Operator Holding Account,"NET4GAS, S.R.O.",Na Hřebenech II 1718/8,"Praha 4, Nusle",65150,65150,65150,17636,17636,17636,17636,17636,6329,222,197,172,149,125,104,82,17636,2740,8168,16365,35863,28962,10515,7300,193,1373,340,325,,,,,,20376,8168,16365,35863,28962,10515,7300,193,1373,340,325,,,,
Czech Republic,Operator Holding Account,"NKT CABLES VRCHLABI, S.R.O., CLEN SKUPINY NKT",Českých bratří 509,Vrchlabí,3358,3358,3358,2946,2946,2946,2946,2946,,,,,,,,,2899,2607,2470,2626,2379,2651,2153,1308,,,,,,,,,,5506,2470,2626,2379,2651,2153,1308,,,,,,,,
Czech Republic,Operator Holding Account,"O-I MANUFACTURING CZECH REPUBLIC, A.S.",Ruská 113/80,Dubí - Bystřice,57437,57437,57437,62506,62506,62506,62506,62506,44865,44086,43297,42501,41695,40882,40059,39233,56515,60006,58621,54614,36828,50033,55936,57122,49224,54358,53379,53745,,,,,56515,60006,58621,54614,36828,50033,55936,57122,49224,54358,53379,53745,,,,
Czech Republic,Operator Holding Account,"O-I MANUFACTURING CZECH REPUBLIC, A.S.",Ruská 113/80,Dubí - Bystřice,40296,40296,40296,43034,43034,43034,43034,43034,21669,21293,20912,20528,20138,19746,19348,18949,39676,40762,41168,42199,39433,39917,40092,38010,32368,31349,31357,24842,,,,,39676,40762,41168,42199,39433,39917,40092,38010,32368,31349,31357,24842,,,,
Czech Republic,Operator Holding Account,"OAZA-ENERGO, A.S.",Dr. Milady Horákové 81/117,Liberec VI.,,,,11550,11550,11550,11550,11550,,,,,,,,,,,3807,6210,2541,0,0,0,,,,,,,,,,,3807,6210,2541,,,,,,,,,,,
Czech Republic,Operator Holding Account,"ODEVNI PODNIK, A.S.",Za Drahou 4239/2,Prostějov,10193,10193,10193,5850,5850,5850,5850,5850,,,,,,,,,5834,5101,4531,4159,3026,2193,1220,1107,,,,,,,,,,10935,4531,4159,3026,2193,1220,1107,,,,,,,,
Czech Republic,Aircraft Operator Account,"OKAY HOLDING, A.S.",Kšírova 259,Brno,,,,,,,,16,,,,,,,,,,,,,,,,172,Excluded,Excluded,Excluded,,,,,,,,,,,,,172,,4,,,,,,
Czech Republic,Operator Holding Account,"OKD, BASTRO, a.s.",Lihovarská 11/1378,Ostrava-Radvanice,3136,3136,3136,,,,,,,,,,,,,,3907,1760,,,Not Reported,Not Reported,,,,,,,,,,,771,4896,,,,,,,,,,,,,,
Czech Republic,Operator Holding Account,"OKK KOKSOVNY, A.S.",Koksární ulice 1112,Ostrava-Přívoz,121651,121651,121651,116224,123887,123887,154907,154907,195605,192208,188770,185297,181786,178242,174653,171051,115278,114233,103666,94710,78352,100961,126906,113601,106556,106855,102065,107849,,,,,,229511,103666,94710,78352,100961,126906,113601,106556,106855,102065,107849,,,,
Czech Republic,Operator Holding Account,"OKK KOKSOVNY, A.S.",Koksární ulice 1112,Ostrava-Přívoz,128176,128176,128176,129339,129339,129339,129339,129339,,,,,,,,,122768,132642,131107,130903,72830,69295,104,58,,,,,,,,,,255410,131107,130903,72830,69295,16205,58,,,,,,,,
Czech Republic,Operator Holding Account,"OLSANSKE PAPIRNY, A.S.",Lukavice č.p. 21,Lukavice,5872,5872,5872,,,,,,,,,,,,,,6764,1575,,,Not Reported,Not Reported,,,,,,,,,,,892,7447,,,,,,,,,,,,,,
Czech Republic,Operator Holding Account,"OMGD, S.R.O.",Křížová 1018/6,Praha 5 - Smíchov,50348,50348,50348,15010,15010,15010,15010,15010,0,0,0,0,0,0,0,0,11538,15010,4713,56,38,43,40,43,42,22,,,,,,,11538,15010,4713,56,38,43,40,43,42,22,,,,,,
Czech Republic,Operator Holding Account,"OMNICON, S.R.O.",V rovinách 103,Praha 4,12081,12081,12081,11332,11332,11332,11332,11332,5356,4793,4246,3716,3203,2707,2227,1764,10828,10354,9967,10925,10757,11204,10271,9853,9890,9253,8175,8372,,,,,,21182,9967,10925,10757,11204,10271,9853,9890,9253,8175,8372,,,,
Czech Republic,Operator Holding Account,"OP PAPIRNA, S.R.O.",Olšany 18,Olšany,35987,35987,35987,40561,40561,40561,40561,40561,39106,38426,37739,37045,36343,35635,34917,34197,36534,38187,35016,34482,33181,32846,32241,30061,27348,26727,25696,26181,,,,,547,74174,35016,34482,33181,32846,32241,30061,27348,26727,25696,26181,,,,
Czech Republic,Operator Holding Account,"OPATHERM, A.S.",Horní náměstí 283/58,Opava,8610,8610,8610,7740,7740,7740,7740,7740,5161,4620,2046,1790,3084,2604,2140,1692,7541,6926,6181,6116,5876,6681,4639,4591,3966,3251,3199,3671,,,,,421,14046,6181,6116,5876,6681,4639,4591,3966,3251,3199,3671,,,,
Czech Republic,Operator Holding Account,"OPATHERM, A.S.",Horní náměstí 283/58,Opava,11283,11283,11283,9467,9467,9467,9467,9467,6687,5880,5208,4557,3926,0,0,0,9326,8369,7951,7837,7792,8152,7363,7303,6720,5520,5776,5584,,,,,0,17695,7951,7837,7792,8152,7363,7303,6720,5520,5776,5584,,,,
Czech Republic,Operator Holding Account,"OSTROJ, A.S.",Těšínská 1586/66,Opava,7338,7338,7338,6233,6233,6233,6233,6233,,,,,,,,,6181,5470,3536,2339,2053,1540,306,0,,,,,,,,,,11651,3536,2339,2053,1540,306,,,,,,,,,
Czech Republic,Operator Holding Account,"OSTROVSKA TEPLARENSKA, A.S.",Mořičovská 1210,Ostrov,91523,91523,91523,89233,89233,89233,89233,89233,45327,37041,29694,23259,17694,12963,9027,7143,89803,86408,75619,79739,70841,75743,66752,58495,56993,54549,49418,47313,,,,,,176211,75619,79739,70841,75743,66752,58495,56993,54549,49418,47313,,,,
Czech Republic,Operator Holding Account,"P-D REFRACTORIES CZ, A.S.",Nádražní 218,Velké Opatovice,12320,12320,12320,12952,12952,12952,12952,12952,11608,11407,11202,10996,10788,10577,10365,10150,12055,12155,12493,12705,9444,9923,9504,7783,5753,8726,9379,9500,,,,,,24210,12493,12705,9444,9923,9504,7783,5753,8726,9379,9500,,,,
Czech Republic,Operator Holding Account,"P-D REFRACTORIES CZ, A.S.",Nádražní 218,Velké Opatovice,22156,22156,22156,27121,27121,27121,27121,27121,20645,20286,19923,19556,19186,18812,18434,18053,21162,21860,22771,21813,13158,14222,15755,14181,16203,17374,18871,17686,,,,,,43022,22771,21813,13158,14222,15755,14181,16203,17374,18871,17686,,,,
Czech Republic,Operator Holding Account,"PAPIRNA ALOISOV, A.S.",Čermenská 910,Vítkov,8233,8233,8233,4530,4530,4530,4530,4530,2934,2883,2833,2781,2727,2674,2620,2567,4437,4031,4275,3878,3675,3918,3999,3718,3811,3748,3982,4098,,,,,4437,4031,4275,3878,3675,3918,3999,3718,3811,3748,3982,4098,,,,
Czech Republic,Operator Holding Account,"PAPOS TRADE, S.R.O.",Moříčovská 251,Ostrov,13500,13500,13500,13699,13699,13699,13699,13699,6050,5945,5839,5732,5623,5513,5402,5291,12288,13318,12846,11108,11883,12737,11344,9694,10460,9277,9513,9654,,,,,,25606,12846,11108,11883,12737,11344,9694,10460,9277,9513,9654,,,,
Czech Republic,Operator Holding Account,"PARALAX, A.S.",Kotlaska 5/64,Praha 8,8020,8020,8020,7531,7531,7531,7531,7531,0,0,0,0,0,0,0,0,7491,6586,9481,5628,4710,4874,3656,496,0,0,0,,,,,,471,13606,9481,5628,4710,4874,3656,496,,,,,,,,
Czech Republic,Operator Holding Account,"PARAMO, A.S.",Přerovská 560,Pardubice,217519,217519,217519,171607,171607,171607,171607,171607,63230,23417,23002,22587,22172,21758,21343,20929,166585,172293,165184,150833,145758,141524,119877,72300,30219,21185,20330,20959,,,,,,338878,165184,150833,145758,141524,119877,72300,30219,21185,20330,20959,,,,
Czech Republic,Operator Holding Account,"PARAMO, A.S.",Přerovská 560,Pardubice,52732,52732,52732,27293,27293,27293,27293,27293,27394,26918,26436,25950,25459,24962,24459,23955,27644,23371,25421,25629,27872,28966,27896,22393,17222,15350,15734,15663,,,,,,51015,25421,25629,27872,28966,27896,22393,17222,15350,15734,15663,,,,
Czech Republic,Operator Holding Account,"PBS INDUSTRY, A.S.",Průmyslová č.p. 162,Třebíč,5100,5100,5100,2845,2845,2845,2845,2845,1373,1228,0,0,0,0,0,0,2822,2496,2236,2206,1401,1411,871,720,661,49,,,,,,,,5318,2236,2206,1401,1411,871,720,661,49,,,,,,
Czech Republic,Operator Holding Account,"PILSEN STEEL, S.R.O.",Tylova 1/57,Plzeň,8857,8857,8857,19858,19858,19858,19858,19858,37652,58928,57873,35668,55733,54647,53545,52441,7424,6965,18387,20116,13759,5824,9598,2810,37891,37577,17975,34970,,,,,,14389,18387,20116,13759,5824,9598,2810,37891,37577,17975,34970,,,,
Czech Republic,Operator Holding Account,"PITTSBURGH CORNING CR, S.R.O.",Průmyslová 3,Klášterec nad Ohří,,,,,,,,,,,,,,,,,,,,,,,,,,,,6911,,,,,,,,,,,,,,,,6911,,,,
Czech Republic,Operator Holding Account,Pivovary Staropramen a.s.,Nádražní 84,Praha 5,7952,7952,7952,8015,8015,8015,8015,8015,,,,,,,,,7445,7536,10942,10170,8441,7837,8278,7822,,,,,,,,,,14981,10942,10170,8441,7837,8278,7822,,,,,,,,
Czech Republic,Operator Holding Account,"PLEAS, A.S.",Havířská 144,Havlíčkův Brod,5924,5924,5924,5990,5990,5990,5990,5990,5666,5568,5469,5368,5267,5164,5060,4955,5634,5562,4755,4393,3945,4491,4179,4310,4993,4214,4493,4744,,,,,,11196,4755,4393,3945,4491,4179,4310,4993,4214,4493,4744,,,,
Czech Republic,Operator Holding Account,PLIVA-LACHEMA A.S.,Karásek 1/1767,Brno-Řečkovice,9534,9534,9534,,,,,,,,,,,,,,6883,5993,2708,0,Not Reported,Not Reported,,,,,,,,,,,,12876,2708,,,,,,,,,,,,,
Czech Republic,Aircraft Operator Account,PLORISTA LIMITED,Santa Roza Avenue 18,Nicosia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,Operator Holding Account,"PLZENSKA ENERGETIKA, A.S.",Tylova 57,Plzeň,848117,848117,848117,773324,870951,870951,870951,870951,99769,85680,72711,60849,50041,40253,31438,23574,796600,730510,726369,569699,506980,474378,435341,405134,321965,311055,318285,333293,,,,,,1527110,726369,569699,506980,474378,435341,405134,321965,311055,318285,333293,,,,
Czech Republic,Operator Holding Account,"PLZENSKA TEPLARENSKA, A.S.",Doubravecká 2760/1,Plzeň,560,560,560,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,Operator Holding Account,"PLZENSKA TEPLARENSKA, A.S.",Doubravecká 2760/1,Plzeň,5282,5282,5282,771,771,771,771,0,,,,,,,,,771,0,134,0,0,81,0,,,,,,,,,,,771,134,,,81,,,,,,,,,,
Czech Republic,Operator Holding Account,"PLZENSKA TEPLARENSKA, A.S.",Doubravecká 2760/1,Plzeň,18424,18424,18424,1813,0,0,0,0,,,,,,,,,1813,938,0,0,Not Reported,Not Reported,,,,,,,,,,,,2751,,,,,,,,,,,,,,
Czech Republic,Operator Holding Account,"PLZENSKA TEPLARENSKA, A.S.",Doubravecká 2760/1,Plzeň,914973,914973,914973,827098,827098,827098,827098,827098,183969,152836,124946,100212,83355,70441,57944,45895,842261,791039,803024,731244,716433,736794,701579,716147,704377,648495,699517,504966,,,,,,1633300,803024,731244,716433,736794,701579,716147,704377,648495,699517,504966,,,,
Czech Republic,Operator Holding Account,"PLZENSKY PRAZDROJ, A. S.",U Prazdroje 7,Plzeň,25170,25170,25170,17008,17008,17008,17008,17008,12856,11906,10978,10076,9198,8345,7516,6715,16263,15528,14427,14917,14243,13684,12332,11266,10421,9996,10052,10160,,,,,,31791,14427,14917,14243,13684,12332,11266,10421,9996,10052,10160,,,,
Czech Republic,Operator Holding Account,"PLZENSKY PRAZDROJ, A. S.",U Prazdroje 7,Plzeň,14200,14200,14200,2227,2227,2227,2227,2227,38618,35763,32976,30265,27624,25061,22569,20162,1949,2214,2178,2307,2174,2146,2263,2175,2188,2086,2289,2468,,,,,,4163,2178,2307,2174,2146,2263,2175,2188,2086,2289,2468,,,,
Czech Republic,Operator Holding Account,"POLDI, S.R.O.",Průmyslová 1343,Kladno,26123,26123,26123,3283,3283,3283,4053,7166,28296,27805,27308,14889,2918,0,0,0,3029,3107,2672,2207,2219,4894,4053,3919,21274,22094,14223,899,,,,,,6136,2672,2207,2219,4894,4053,3919,21274,22094,14223,899,,,,
Czech Republic,Operator Holding Account,"POLDI TRADE, A.S.",Průmyslová 1343,Kladno,,,,,,,,,,4224,4494,4413,4332,4251,4170,4089,,,,,,,,,,5595,4679,686,,,,,,,,,,,,,,5595,4679,686,,,,
Czech Republic,Operator Holding Account,"PORR, A.S.",Dubečská 3238/36,Praha 10,,,,,,,,,0,1599,1423,1246,1074,907,746,591,,,,,,,,,364,1646,2198,2585,,,,,,,,,,,,,1877,133,2198,2585,,,,
Czech Republic,Operator Holding Account,"POWGEN, A.S.",Kutvirtova 339/5,Praha 5,,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,Operator Holding Account,"POWGEN, A.S.",Kutvirtova 339/5,Praha 5,13744,13744,13744,7463,7463,7463,7463,7463,2308,2066,915,0,0,0,0,0,7411,6539,5548,4997,4696,4707,3151,2950,2645,1327,787,,,,,,,13950,5548,4997,4696,4707,3151,2950,2645,1327,787,,,,,
Czech Republic,Operator Holding Account,"PRAZSKA OBALOVNA HERINK, S.R.O.",Herink 26,Říčany u Prahy,,,,,,,,,1495,1337,1184,0,0,0,0,0,,,,,,,,,2409,2473,2281,,,,,,,,,,,,,,2409,2473,2281,,,,,
Czech Republic,Operator Holding Account,"PRAZSKA SPRAVA NEMOVITOSTI, S.R.O.",Seifertova 9,Praha 3,8000,8000,8000,7555,7555,7555,7555,7555,2432,2176,1928,1687,1453,1228,1009,798,7528,6594,4792,4277,3473,2366,2315,2434,2386,1676,1767,2407,,,,,,14122,4792,4277,3473,2366,2315,2434,2386,1676,1767,2407,,,,
